Lon,Lat
-120.5,34.500
-127.466,34.500
-126,32.050
-123.5,30.050
-121.8662,30.5420
-118.605,31.1328
-117.8253,32.6269
-117.4637,32.5895
-117.121,32.507
-117,34.500
-120.5,34.500
