  20.00 -119.00     MIDDLE STRATUM OF MOPS SURVEY, north part (north of 5N)
  19.50 -118.75
  19.00 -120.00
   5.00 -120.00
   5.00 -102.67
  07.00 -108.00
  15.00 -111.00
  20.00 -107.33
  20.00 -119.00
