  1.   67. 0.3486     8.  1259. 0.00 0.68 0.32  0.920  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
  1.   67. 0.3113     8.  1259. 0.00 0.68 0.32  0.000  0.000  0.000  0.000  0.000  1.006  0.890  0.000  0.923  0.000  0.000  0.000  0.894
  4.   28. 0.1967     9.  1140. 0.62 0.38 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
  4.   28. 0.1967     9.  1140. 0.62 0.38 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
  5.   57. 0.1841     9.  1140. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
  5.   57. 0.1841     9.  1140. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
  7.  134. 0.3303     8.  6012. 0.00 0.00 1.00  0.840  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
  7.  134. 0.2881     8.  6012. 0.00 0.00 1.00  0.000  0.000  0.000  0.000  0.000  0.784  0.860  0.869  0.868  0.928  0.849  0.775  0.840
 22.   78. 0.2068    10.  1681. 0.00 0.36 0.64  1.105 -0.859  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 22.   78. 0.2068    10.  1681. 0.00 0.36 0.64  1.105 -0.859  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 31.   33. 0.1917     5.  2203. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 31.   33. 0.1917     5.  2203. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 38.   15. 0.0900    23.   607. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 38.   15. 0.0900    23.   607. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 45.    6. 0.0615    37.   409. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 45.    6. 0.0615    37.   409. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 46.   13. 0.2570    31.  1681. 0.00 1.00 0.00  0.909  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 46.   13. 0.2570    31.  1681. 0.00 1.00 0.00  0.909  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 51.   60. 0.2760     9.  1681. 0.00 0.00 1.00  0.997 -0.520  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 51.   60. 0.2621     9.  1681. 1.00 0.00 0.00  0.000 -0.358  0.000  0.963  1.062  1.071  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 55.  120. 0.2936     6.  2203. 0.00 1.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 55.  120. 0.2936     6.  2203. 0.00 1.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 56.   72. 0.2404    17.  2203. 0.00 0.86 0.14  1.067  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 56.   72. 0.2404    17.  2203. 0.00 0.86 0.14  1.067  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 63.   19. 0.2660    17.   511. 1.00 0.00 0.00  0.820  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 63.   19. 0.2660    17.   511. 1.00 0.00 0.00  0.820  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 64.   33. 0.2633    17.  2203. 0.00 0.00 1.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 64.   33. 0.2633    17.  2203. 0.00 0.00 1.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 67.   71. 0.1953    14.  2203. 0.00 1.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 67.   71. 0.1953    14.  2203. 0.00 1.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 68.   52. 0.3081     9.  1140. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 68.   52. 0.2848     9.  1140. 1.00 0.00 0.00  0.000  0.000  0.000  0.923  0.993  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 69.   47. 0.2564     5.  2203. 0.00 0.00 1.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 69.   47. 0.2564     5.  2203. 0.00 0.00 1.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 70.   34. 0.3335     9.  1140. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 70.   34. 0.3335     9.  1140. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 71.   37. 0.2751    18.   601. 0.00 0.56 0.44  0.866  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 71.   37. 0.2751    18.   601. 0.00 0.56 0.44  0.866  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 73.  148. 0.3780    10.  6012. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 73.  148. 0.3780    10.  6012. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 74.   58. 0.2670     6.  1200. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 74.   58. 0.2670     6.  1200. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 76.   34. 0.2158    10.  1200. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 76.   34. 0.2158    10.  1200. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 77.   12. 0.2200    18.   552. 0.00 0.00 1.00  0.788  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 77.   12. 0.2200    18.   552. 0.00 0.00 1.00  0.788  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 84.   17. 0.3315    25.  6012. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 84.   17. 0.3315    25.  6012. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 87.   25. 0.3473    25.  6012. 1.00 0.00 0.00  0.933  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 87.   25. 0.3473    25.  6012. 1.00 0.00 0.00  0.933  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 91.   83. 0.4831     6.  2994. 0.00 0.21 0.79  0.848  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 91.   83. 0.4831     6.  2994. 0.00 0.21 0.79  0.848  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 92.   80. 0.4108     6.  2994. 0.00 0.03 0.97  0.872  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 92.   80. 0.3626     6.  2994. 0.00 0.03 0.97  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.809  0.876  0.938  0.834  0.890  0.000
 93.   29. 0.5590    16.  6012. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 93.   29. 0.5590    16.  6012. 1.00 0.00 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 94.   53. 0.2766    11.  6012. 1.00 0.00 0.00  0.858  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 94.   53. 0.2766    11.  6012. 1.00 0.00 0.00  0.858  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 95.   47. 0.3169     6.  1496. 0.75 0.25 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 95.   47. 0.3169     6.  1496. 0.75 0.25 0.00  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 96.   59. 0.2613    11.  6012. 0.00 0.65 0.35  0.858  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 96.   59. 0.2495    11.  6012. 0.00 0.65 0.35  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.836  0.881  0.000  0.000  0.000  0.000
 97.   34. 0.5455     6.  1192. 0.00 0.47 0.53  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 97.   34. 0.5455     6.  1192. 0.00 0.47 0.53  1.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
107.   30. 0.3415    11.  1496. 0.00 1.00 0.00  0.876  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
