Island,lat,lon
OU,21.526998,-158.467448
OU,21.527188,-158.467503
OU,21.52871,-158.467941
OU,21.528901,-158.467995
OU,21.529282,-158.468103
OU,21.529472,-158.468156
OU,21.530235,-158.468366
OU,21.530426,-158.468418
OU,21.530808,-158.468521
OU,21.531,-158.468572
OU,21.53253,-158.468974
OU,21.532721,-158.469024
OU,21.533105,-158.469122
OU,21.533296,-158.469171
OU,21.534064,-158.469363
OU,21.534255,-158.46941
OU,21.53464,-158.469504
OU,21.534832,-158.469551
OU,21.53637,-158.469917
OU,21.536562,-158.469963
OU,21.536947,-158.470052
OU,21.53714,-158.470096
OU,21.537911,-158.47027
OU,21.538104,-158.470313
OU,21.53849,-158.470398
OU,21.538683,-158.47044
OU,21.540277,-158.470781
OU,21.540571,-158.470843
OU,21.54106,-158.470945
OU,21.541354,-158.471005
OU,21.542236,-158.471183
OU,21.542537,-158.471243
OU,21.54304,-158.471341
OU,21.543302,-158.471392
OU,21.543455,-158.471421
OU,21.543719,-158.47147
OU,21.544186,-158.471555
OU,21.544467,-158.471606
OU,21.54533,-158.47176
OU,21.545618,-158.47181
OU,21.546099,-158.471892
OU,21.546387,-158.471941
OU,21.547993,-158.472208
OU,21.548187,-158.472239
OU,21.548577,-158.472302
OU,21.548772,-158.472332
OU,21.549552,-158.472452
OU,21.549747,-158.472482
OU,21.550137,-158.472539
OU,21.550333,-158.472568
OU,21.551895,-158.47279
OU,21.55209,-158.472817
OU,21.552481,-158.47287
OU,21.552677,-158.472896
OU,21.553459,-158.472998
OU,21.553654,-158.473023
OU,21.554046,-158.473072
OU,21.554242,-158.473095
OU,21.555808,-158.473281
OU,21.556004,-158.473304
OU,21.556396,-158.473348
OU,21.556592,-158.473369
OU,21.557376,-158.473453
OU,21.557572,-158.473473
OU,21.557964,-158.473513
OU,21.558161,-158.473532
OU,21.55973,-158.473681
OU,21.559927,-158.473699
OU,21.560319,-158.473734
OU,21.560516,-158.473751
OU,21.561301,-158.473816
OU,21.561498,-158.473832
OU,21.561891,-158.473862
OU,21.562087,-158.473877
OU,21.56366,-158.473989
OU,21.563856,-158.474002
OU,21.56425,-158.474028
OU,21.564446,-158.474041
OU,21.565233,-158.474088
OU,21.56543,-158.474099
OU,21.565824,-158.47412
OU,21.56602,-158.47413
OU,21.567595,-158.474206
OU,21.567792,-158.474214
OU,21.568185,-158.474231
OU,21.568382,-158.474239
OU,21.56917,-158.474267
OU,21.569367,-158.474274
OU,21.569761,-158.474286
OU,21.569958,-158.474292
OU,21.571583,-158.474332
OU,21.571882,-158.474338
OU,21.572381,-158.474347
OU,21.57268,-158.474352
OU,21.573579,-158.474364
OU,21.573885,-158.474367
OU,21.574408,-158.47437
OU,21.574719,-158.474371
OU,21.574845,-158.474372
OU,21.575146,-158.474371
OU,21.575638,-158.474369
OU,21.575973,-158.474367
OU,21.576448,-158.474363
OU,21.576953,-158.474356
OU,21.577716,-158.474344
OU,21.578224,-158.474334
OU,21.579623,-158.474301
OU,21.579963,-158.474292
OU,21.580183,-158.474286
OU,21.580622,-158.474273
OU,21.580841,-158.474266
OU,21.581719,-158.474233
OU,21.581938,-158.474224
OU,21.582377,-158.474205
OU,21.582596,-158.474195
OU,21.58435,-158.474107
OU,21.584569,-158.474095
OU,21.585007,-158.47407
OU,21.585226,-158.474057
OU,21.586103,-158.474002
OU,21.586318,-158.473987
OU,21.586748,-158.473958
OU,21.586963,-158.473942
OU,21.588161,-158.473851
OU,21.588675,-158.473811
OU,21.589659,-158.473721
OU,21.590176,-158.473666
OU,21.590339,-158.473653
OU,21.590884,-158.47361
OU,21.591157,-158.473586
OU,21.592245,-158.47349
OU,21.592708,-158.473446
OU,21.593635,-158.473351
OU,21.594098,-158.4733
OU,21.595201,-158.473172
OU,21.595337,-158.473155
OU,21.59561,-158.473123
OU,21.595746,-158.473106
OU,21.596136,-158.473057
OU,21.596511,-158.473008
OU,21.59726,-158.472906
OU,21.597634,-158.472853
OU,21.598572,-158.472715
OU,21.599136,-158.472644
OU,21.600813,-158.472412
OU,21.60165,-158.472286
OU,21.603215,-158.472029
OU,21.603502,-158.471981
OU,21.603981,-158.4719
OU,21.604269,-158.47185
OU,21.605131,-158.471699
OU,21.605425,-158.471646
OU,21.605916,-158.471557
OU,21.606172,-158.47151
OU,21.606323,-158.471482
OU,21.606586,-158.471431
OU,21.607053,-158.471341
OU,21.607334,-158.471286
OU,21.608194,-158.471114
OU,21.608482,-158.471056
OU,21.60896,-158.470958
OU,21.609247,-158.470898
OU,21.610841,-158.470561
OU,21.611034,-158.47052
OU,21.61142,-158.470436
OU,21.611613,-158.470393
OU,21.612385,-158.470221
OU,21.612577,-158.470177
OU,21.612963,-158.470089
OU,21.613155,-158.470044
OU,21.614694,-158.469681
OU,21.614887,-158.469635
OU,21.615271,-158.469542
OU,21.615463,-158.469495
OU,21.616231,-158.469305
OU,21.616423,-158.469257
OU,21.616806,-158.469159
OU,21.616998,-158.46911
OU,21.618529,-158.468711
OU,21.61872,-158.468661
OU,21.619103,-158.468559
OU,21.619294,-158.468508
OU,21.620057,-158.468299
OU,21.620248,-158.468247
OU,21.62063,-158.46814
OU,21.62082,-158.468087
OU,21.622343,-158.467652
OU,21.622533,-158.467597
OU,21.622913,-158.467487
OU,21.623103,-158.467431
OU,21.623863,-158.467205
OU,21.624052,-158.467148
OU,21.624431,-158.467032
OU,21.624621,-158.466974
OU,21.626134,-158.466504
OU,21.626323,-158.466445
OU,21.626701,-158.466325
OU,21.62689,-158.466265
OU,21.627645,-158.466021
OU,21.627833,-158.46596
OU,21.62821,-158.465836
OU,21.628398,-158.465773
OU,21.629902,-158.465268
OU,21.630089,-158.465205
OU,21.630465,-158.465076
OU,21.630652,-158.465011
OU,21.631401,-158.46475
OU,21.631589,-158.464684
OU,21.631963,-158.464551
OU,21.632149,-158.464484
OU,21.63369,-158.463927
OU,21.633972,-158.463824
OU,21.634443,-158.463651
OU,21.634725,-158.463546
OU,21.635572,-158.463229
OU,21.635859,-158.46312
OU,21.63634,-158.462936
OU,21.636589,-158.46284
OU,21.636736,-158.462784
OU,21.636988,-158.462685
OU,21.637434,-158.462509
OU,21.637702,-158.462402
OU,21.638522,-158.462073
OU,21.638781,-158.46193
OU,21.639241,-158.461748
OU,21.639516,-158.461642
OU,21.640334,-158.461324
OU,21.641039,-158.461035
OU,21.641222,-158.460958
OU,21.641587,-158.460801
OU,21.64177,-158.460722
OU,21.642326,-158.460481
OU,21.642498,-158.460403
OU,21.642679,-158.46032
OU,21.64304,-158.460153
OU,21.643221,-158.46007
OU,21.643599,-158.45989
OU,21.644691,-158.459453
OU,21.644873,-158.459372
OU,21.645236,-158.459209
OU,21.645418,-158.459127
OU,21.646143,-158.458797
OU,21.646324,-158.458714
OU,21.646686,-158.458547
OU,21.646866,-158.458463
OU,21.64831,-158.457786
OU,21.64849,-158.4577
OU,21.64885,-158.457529
OU,21.64903,-158.457443
OU,21.649748,-158.457096
OU,21.649927,-158.457008
OU,21.650286,-158.456833
OU,21.650465,-158.456744
OU,21.651894,-158.456034
OU,21.652072,-158.455944
OU,21.652429,-158.455764
OU,21.652607,-158.455674
OU,21.653318,-158.45531
OU,21.653495,-158.455219
OU,21.65385,-158.455035
OU,21.654027,-158.454942
OU,21.655441,-158.454198
OU,21.655618,-158.454105
OU,21.65597,-158.453917
OU,21.656146,-158.453822
OU,21.65685,-158.453442
OU,21.657025,-158.453346
OU,21.657376,-158.453154
OU,21.657551,-158.453058
OU,21.65895,-158.452281
OU,21.659125,-158.452183
OU,21.659473,-158.451987
OU,21.659648,-158.451888
OU,21.660343,-158.451491
OU,21.660517,-158.451392
OU,21.660863,-158.451192
OU,21.661036,-158.451091
OU,21.662463,-158.450256
OU,21.662724,-158.450102
OU,21.663159,-158.449844
OU,21.66342,-158.449688
OU,21.664201,-158.449219
OU,21.664466,-158.449058
OU,21.664909,-158.448789
OU,21.665137,-158.448649
OU,21.665272,-158.448566
OU,21.665506,-158.448421
OU,21.665917,-158.448164
OU,21.666165,-158.448009
OU,21.66692,-158.447532
OU,21.667171,-158.447372
OU,21.66759,-158.447104
OU,21.667841,-158.446942
OU,21.669231,-158.446042
OU,21.669399,-158.445933
OU,21.669735,-158.445712
OU,21.669903,-158.445602
OU,21.670572,-158.445157
OU,21.67074,-158.445046
OU,21.671073,-158.444821
OU,21.67124,-158.444709
OU,21.67257,-158.443804
OU,21.672736,-158.443691
OU,21.673067,-158.443463
OU,21.673233,-158.443348
OU,21.673893,-158.442888
OU,21.674058,-158.442773
OU,21.674387,-158.442541
OU,21.674551,-158.442424
OU,21.675863,-158.441489
OU,21.676027,-158.441371
OU,21.676353,-158.441136
OU,21.676516,-158.441017
OU,21.677167,-158.440542
OU,21.67733,-158.440423
OU,21.677654,-158.440183
OU,21.677816,-158.440063
OU,21.679108,-158.439097
OU,21.679269,-158.438976
OU,21.679591,-158.438732
OU,21.679751,-158.43861
OU,21.680392,-158.43812
OU,21.680552,-158.437997
OU,21.680872,-158.43775
OU,21.681031,-158.437626
OU,21.682303,-158.43663
OU,21.682462,-158.436505
OU,21.682778,-158.436254
OU,21.682936,-158.436128
OU,21.683567,-158.435623
OU,21.683725,-158.435496
OU,21.684039,-158.435242
OU,21.684196,-158.435114
OU,21.685447,-158.434089
OU,21.685603,-158.43396
OU,21.685915,-158.433702
OU,21.68607,-158.433572
OU,21.686691,-158.433052
OU,21.686845,-158.432922
OU,21.687154,-158.43266
OU,21.687308,-158.432529
OU,21.688577,-158.431441
OU,21.688809,-158.431241
OU,21.689196,-158.430907
OU,21.689427,-158.430705
OU,21.690119,-158.430098
OU,21.690353,-158.429892
OU,21.690744,-158.429545
OU,21.690945,-158.429366
OU,21.691063,-158.429261
OU,21.691272,-158.429072
OU,21.691637,-158.428741
OU,21.691856,-158.428541
OU,21.692523,-158.42793
OU,21.692745,-158.427726
OU,21.693114,-158.427384
OU,21.693335,-158.427178
OU,21.694558,-158.426033
OU,21.694706,-158.425893
OU,21.695001,-158.425614
OU,21.695148,-158.425474
OU,21.695735,-158.424911
OU,21.695882,-158.42477
OU,21.696174,-158.424488
OU,21.69632,-158.424346
OU,21.697483,-158.423207
OU,21.697628,-158.423065
OU,21.697917,-158.422778
OU,21.698062,-158.422635
OU,21.698637,-158.422059
OU,21.698781,-158.421915
OU,21.699067,-158.421625
OU,21.69921,-158.42148
OU,21.70035,-158.420315
OU,21.700492,-158.420168
OU,21.700775,-158.419875
OU,21.700916,-158.419729
OU,21.70148,-158.419139
OU,21.701621,-158.418992
OU,21.701901,-158.418695
OU,21.702041,-158.418547
OU,21.703156,-158.417355
OU,21.703296,-158.417206
OU,21.703573,-158.416906
OU,21.703711,-158.416756
OU,21.704263,-158.416154
OU,21.7044,-158.416003
OU,21.704675,-158.4157
OU,21.704811,-158.415548
OU,21.705902,-158.414331
OU,21.706038,-158.414178
OU,21.706309,-158.413873
OU,21.706445,-158.413719
OU,21.706984,-158.413104
OU,21.707118,-158.41295
OU,21.707386,-158.412641
OU,21.70752,-158.412486
OU,21.708586,-158.411243
OU,21.708719,-158.411088
OU,21.708984,-158.410775
OU,21.709116,-158.410619
OU,21.709642,-158.409991
OU,21.709773,-158.409834
OU,21.710035,-158.409519
OU,21.710165,-158.409361
OU,21.711238,-158.408054
OU,21.711434,-158.407814
OU,21.71176,-158.407413
OU,21.711954,-158.407172
OU,21.712537,-158.406446
OU,21.712733,-158.406201
OU,21.71306,-158.405789
OU,21.713227,-158.405577
OU,21.713325,-158.405452
OU,21.713503,-158.405224
OU,21.71381,-158.404828
OU,21.713994,-158.40459
OU,21.714553,-158.403863
OU,21.714738,-158.40362
OU,21.715047,-158.403214
OU,21.715231,-158.40297
OU,21.716249,-158.401614
OU,21.716372,-158.40145
OU,21.716618,-158.401119
OU,21.71674,-158.400954
OU,21.717227,-158.400291
OU,21.717348,-158.400125
OU,21.71759,-158.399792
OU,21.717711,-158.399625
OU,21.718671,-158.398288
OU,21.718791,-158.39812
OU,21.719029,-158.397784
OU,21.719148,-158.397616
OU,21.719621,-158.396942
OU,21.719739,-158.396773
OU,21.719974,-158.396434
OU,21.720091,-158.396265
OU,21.721024,-158.394905
OU,21.72114,-158.394735
OU,21.721372,-158.394393
OU,21.721487,-158.394222
OU,21.721947,-158.393537
OU,21.722061,-158.393366
OU,21.722289,-158.393022
OU,21.722403,-158.392849
OU,21.723308,-158.391468
OU,21.72342,-158.391295
OU,21.723645,-158.390949
OU,21.723757,-158.390775
OU,21.724202,-158.390079
OU,21.724313,-158.389905
OU,21.724534,-158.389556
OU,21.724644,-158.389381
OU,21.72552,-158.387979
OU,21.725678,-158.387726
OU,21.72599,-158.387218
OU,21.726145,-158.386963
OU,21.726762,-158.385942
OU,21.726915,-158.385686
OU,21.72722,-158.385173
OU,21.727371,-158.384915
OU,21.728575,-158.382853
OU,21.728725,-158.382594
OU,21.729022,-158.382075
OU,21.72917,-158.381815
OU,21.729758,-158.380772
OU,21.729904,-158.38051
OU,21.730194,-158.379984
OU,21.730339,-158.379721
OU,21.731199,-158.378138
OU,21.731322,-158.37791
OU,21.731424,-158.377722
OU,21.731606,-158.377389
OU,21.731709,-158.377198
OU,21.731798,-158.377033
OU,21.731942,-158.376763
OU,21.732015,-158.376627
OU,21.732306,-158.376076
OU,21.732379,-158.375938
OU,21.732524,-158.375662
OU,21.732596,-158.375524
OU,21.733176,-158.374409
OU,21.733319,-158.374129
OU,21.733605,-158.373569
OU,21.733747,-158.373288
OU,21.734028,-158.372726
OU,21.734306,-158.372183
OU,21.734494,-158.371812
OU,21.734866,-158.371068
OU,21.73505,-158.370695
OU,21.735779,-158.369199
OU,21.735959,-158.368824
OU,21.736283,-158.36814
OU,21.736411,-158.36788
OU,21.736548,-158.367597
OU,21.737088,-158.366474
OU,21.737155,-158.366333
OU,21.737289,-158.366052
OU,21.737355,-158.365911
OU,21.737621,-158.365347
OU,21.737687,-158.365206
OU,21.737819,-158.364923
OU,21.737884,-158.364782
OU,21.738582,-158.363269
OU,21.738669,-158.36308
OU,21.738841,-158.362701
OU,21.738927,-158.362511
OU,21.739268,-158.361751
OU,21.739353,-158.36156
OU,21.739522,-158.361179
OU,21.739606,-158.360988
OU,21.740273,-158.35946
OU,21.740356,-158.359268
OU,21.74052,-158.358885
OU,21.741061,-158.357559
OU,21.741353,-158.356882
OU,21.741576,-158.356354
OU,21.741854,-158.355682
OU,21.741973,-158.355391
OU,21.742129,-158.355004
OU,21.742236,-158.354738
OU,21.742545,-158.353959
OU,21.742807,-158.353279
OU,21.742953,-158.352891
OU,21.743006,-158.35275
OU,21.743494,-158.351531
OU,21.743643,-158.351141
OU,21.743717,-158.350945
OU,21.74401,-158.350163
OU,21.744083,-158.349967
OU,21.744228,-158.349574
OU,21.7443,-158.349378
OU,21.74489,-158.347757
OU,21.744997,-158.34746
OU,21.745174,-158.346966
OU,21.745279,-158.346669
OU,21.745593,-158.345777
OU,21.745698,-158.345478
OU,21.745871,-158.344977
OU,21.745959,-158.344722
OU,21.74601,-158.344571
OU,21.746108,-158.344283
OU,21.746271,-158.343793
OU,21.746369,-158.343499
OU,21.746662,-158.342607
OU,21.746759,-158.34231
OU,21.74692,-158.341813
OU,21.747015,-158.341515
OU,21.747538,-158.339868
OU,21.747601,-158.339669
OU,21.747726,-158.339268
OU,21.747788,-158.339068
OU,21.748033,-158.338267
OU,21.748094,-158.338066
OU,21.748215,-158.337664
OU,21.748275,-158.337463
OU,21.748749,-158.335855
OU,21.748808,-158.335653
OU,21.748925,-158.33525
OU,21.748982,-158.335049
OU,21.749211,-158.334242
OU,21.749268,-158.33404
OU,21.749381,-158.333635
OU,21.749436,-158.333433
OU,21.749878,-158.331814
OU,21.749933,-158.331611
OU,21.750041,-158.331205
OU,21.750095,-158.331002
OU,21.750307,-158.33019
OU,21.75036,-158.329987
OU,21.750464,-158.32958
OU,21.750516,-158.329376
OU,21.750924,-158.327747
OU,21.750975,-158.327543
OU,21.751075,-158.327135
OU,21.751124,-158.326931
OU,21.75132,-158.326114
OU,21.751368,-158.325909
OU,21.751464,-158.3255
OU,21.751512,-158.325296
OU,21.751887,-158.323657
OU,21.751933,-158.323452
OU,21.752025,-158.323042
OU,21.75207,-158.322836
OU,21.752249,-158.322015
OU,21.752294,-158.321809
OU,21.752381,-158.321398
OU,21.752424,-158.321192
OU,21.752766,-158.319545
OU,21.752808,-158.319339
OU,21.752891,-158.318927
OU,21.752932,-158.318721
OU,21.753095,-158.317895
OU,21.753135,-158.317689
OU,21.753214,-158.317275
OU,21.753253,-158.317069
OU,21.753561,-158.315414
OU,21.753599,-158.315206
OU,21.753674,-158.31479
OU,21.753711,-158.314582
OU,21.753857,-158.31375
OU,21.753893,-158.313541
OU,21.753964,-158.313122
OU,21.754,-158.312911
OU,21.754049,-158.312604
OU,21.754146,-158.311985
OU,21.754194,-158.311676
OU,21.754308,-158.310911
OU,21.754389,-158.310422
OU,21.754418,-158.310241
OU,21.754476,-158.309879
OU,21.754505,-158.309698
OU,21.754618,-158.308971
OU,21.754646,-158.308789
OU,21.754701,-158.308426
OU,21.754728,-158.308244
OU,21.75485,-158.307412
OU,21.754916,-158.306943
OU,21.755042,-158.306006
OU,21.755102,-158.305537
OU,21.755183,-158.30488
OU,21.755291,-158.304065
OU,21.755331,-158.303761
OU,21.755407,-158.303152
OU,21.755444,-158.302848
OU,21.755587,-158.301629
OU,21.755621,-158.301325
OU,21.755688,-158.300715
OU,21.755721,-158.30041
OU,21.755841,-158.299245
OU,21.75589,-158.298973
OU,21.756054,-158.298038
OU,21.756108,-158.297725
OU,21.756197,-158.297203
OU,21.756241,-158.29694
OU,21.756267,-158.296782
OU,21.756316,-158.296476
OU,21.756399,-158.295959
OU,21.756448,-158.295649
OU,21.756592,-158.294715
OU,21.756639,-158.294403
OU,21.756717,-158.293884
OU,21.756762,-158.293572
OU,21.75701,-158.291852
OU,21.757039,-158.291644
OU,21.757097,-158.291226
OU,21.757126,-158.291018
OU,21.757237,-158.290183
OU,21.757265,-158.289974
OU,21.757318,-158.289556
OU,21.757345,-158.289347
OU,21.757554,-158.287645
OU,21.757709,-158.286751
OU,21.757763,-158.286438
OU,21.757852,-158.285916
OU,21.757896,-158.285653
OU,21.757922,-158.285496
OU,21.757972,-158.285189
OU,21.758054,-158.284673
OU,21.758103,-158.284363
OU,21.758247,-158.283428
OU,21.758295,-158.283117
OU,21.758372,-158.282597
OU,21.758418,-158.282285
OU,21.758665,-158.280566
OU,21.758695,-158.280357
OU,21.758753,-158.27994
OU,21.758781,-158.279731
OU,21.758893,-158.278896
OU,21.75892,-158.278687
OU,21.758974,-158.278269
OU,21.759,-158.27806
OU,21.759206,-158.276387
OU,21.759231,-158.276178
OU,21.759281,-158.27576
OU,21.759305,-158.27555
OU,21.759399,-158.274713
OU,21.759422,-158.274503
OU,21.759467,-158.274084
OU,21.759489,-158.273875
OU,21.759661,-158.272197
OU,21.759682,-158.271988
OU,21.759723,-158.271568
OU,21.759743,-158.271358
OU,21.75982,-158.270519
OU,21.759839,-158.270309
OU,21.759875,-158.269889
OU,21.759893,-158.269679
OU,21.760031,-158.267998
OU,21.760047,-158.267788
OU,21.76008,-158.267367
OU,21.760095,-158.267157
OU,21.760155,-158.266316
OU,21.76017,-158.266105
OU,21.760198,-158.265685
OU,21.760211,-158.265474
OU,21.760315,-158.263791
OU,21.760327,-158.26358
OU,21.760351,-158.263159
OU,21.760362,-158.262949
OU,21.760405,-158.262106
OU,21.760415,-158.261895
OU,21.760434,-158.261474
OU,21.760444,-158.261263
OU,21.760512,-158.259578
OU,21.76052,-158.259367
OU,21.760536,-158.258946
OU,21.760543,-158.258735
OU,21.760568,-158.257892
OU,21.760574,-158.257681
OU,21.760585,-158.257259
OU,21.76059,-158.257048
OU,21.760624,-158.255361
OU,21.760632,-158.254802
OU,21.76064,-158.253683
OU,21.76064,-158.253124
OU,21.760625,-158.250886
OU,21.760617,-158.250327
OU,21.760595,-158.249208
OU,21.76058,-158.248649
OU,21.760533,-158.247244
OU,21.760543,-158.247029
OU,21.760562,-158.246608
OU,21.760571,-158.246397
OU,21.76064,-158.244712
OU,21.760648,-158.244501
OU,21.760663,-158.244079
OU,21.76067,-158.243869
OU,21.760696,-158.243025
OU,21.760702,-158.242815
OU,21.760713,-158.242393
OU,21.760718,-158.242182
OU,21.760752,-158.240495
OU,21.76076,-158.239944
OU,21.760768,-158.23884
OU,21.760768,-158.238289
OU,21.760754,-158.236087
OU,21.760824,-158.235601
OU,21.760854,-158.235388
OU,21.760913,-158.234963
OU,21.760941,-158.23475
OU,21.761055,-158.233899
OU,21.761082,-158.233686
OU,21.761137,-158.23326
OU,21.761163,-158.233047
OU,21.761372,-158.231341
OU,21.761397,-158.231128
OU,21.761447,-158.230701
OU,21.761472,-158.230488
OU,21.761567,-158.229634
OU,21.761591,-158.22942
OU,21.761636,-158.228993
OU,21.761658,-158.228779
OU,21.761837,-158.227016
OU,21.761868,-158.226695
OU,21.76192,-158.22616
OU,21.76195,-158.225839
OU,21.762037,-158.224876
OU,21.762065,-158.224555
OU,21.762107,-158.224073
OU,21.762119,-158.223921
OU,21.762144,-158.223688
OU,21.762168,-158.22347
OU,21.762213,-158.223051
OU,21.762235,-158.222842
OU,21.762407,-158.221165
OU,21.762428,-158.220955
OU,21.762469,-158.220535
OU,21.762489,-158.220325
OU,21.762566,-158.219486
OU,21.762585,-158.219276
OU,21.762621,-158.218856
OU,21.762659,-158.218671
OU,21.762875,-158.218519
OU,21.763033,-158.218393
OU,21.76336,-158.218129
OU,21.763658,-158.217881
OU,21.763813,-158.217751
OU,21.764122,-158.217491
OU,21.76429,-158.21735
OU,21.765546,-158.216356
OU,21.765702,-158.216227
OU,21.766014,-158.215969
OU,21.766169,-158.215839
OU,21.76679,-158.215319
OU,21.766944,-158.215188
OU,21.767253,-158.214926
OU,21.767408,-158.214795
OU,21.768676,-158.213707
OU,21.768909,-158.213507
OU,21.769295,-158.213172
OU,21.769526,-158.21297
OU,21.770218,-158.212363
OU,21.770452,-158.212156
OU,21.77085,-158.211804
OU,21.771082,-158.211596
OU,21.771176,-158.211512
OU,21.771386,-158.211323
OU,21.771724,-158.211017
OU,21.77195,-158.210812
OU,21.772518,-158.210294
OU,21.772804,-158.210032
OU,21.773276,-158.209594
OU,21.773559,-158.209331
OU,21.774405,-158.208538
OU,21.774686,-158.208272
OU,21.775153,-158.207828
OU,21.775432,-158.20756
OU,21.776548,-158.206484
OU,21.776681,-158.206355
OU,21.776946,-158.206097
OU,21.777078,-158.205968
OU,21.777606,-158.205449
OU,21.777738,-158.205318
OU,21.778,-158.205058
OU,21.778131,-158.204927
OU,21.779177,-158.203877
OU,21.779307,-158.203746
OU,21.779567,-158.203482
OU,21.779697,-158.20335
OU,21.780215,-158.202819
OU,21.780344,-158.202686
OU,21.780602,-158.20242
OU,21.78073,-158.202286
OU,21.781752,-158.20122
OU,21.781884,-158.201081
OU,21.782148,-158.200802
OU,21.78228,-158.200662
OU,21.782805,-158.200102
OU,21.782937,-158.199962
OU,21.783198,-158.19968
OU,21.783328,-158.199539
OU,21.784368,-158.198407
OU,21.784498,-158.198265
OU,21.784757,-158.197981
OU,21.784886,-158.197838
OU,21.7854,-158.197266
OU,21.785529,-158.197122
OU,21.785786,-158.196834
OU,21.785915,-158.196689
OU,21.787027,-158.195428
OU,21.787331,-158.195081
OU,21.787617,-158.194753
OU,21.787726,-158.194628
OU,21.787937,-158.194384
OU,21.788043,-158.194262
OU,21.788454,-158.193782
OU,21.788557,-158.193662
OU,21.788762,-158.193422
OU,21.788864,-158.193301
OU,21.78968,-158.192334
OU,21.789781,-158.192213
OU,21.789931,-158.192054
OU,21.790138,-158.191885
OU,21.79139,-158.190859
OU,21.791546,-158.19073
OU,21.791857,-158.190472
OU,21.792013,-158.190342
OU,21.792633,-158.189822
OU,21.792788,-158.189692
OU,21.793097,-158.18943
OU,21.793251,-158.189298
OU,21.79452,-158.18821
OU,21.794752,-158.18801
OU,21.795138,-158.187675
OU,21.795369,-158.187473
OU,21.796062,-158.186866
OU,21.796296,-158.186659
OU,21.796687,-158.186312
OU,21.796887,-158.186133
OU,21.797006,-158.186027
OU,21.797215,-158.185838
OU,21.79758,-158.185507
OU,21.797799,-158.185308
OU,21.798466,-158.184696
OU,21.798688,-158.184491
OU,21.799057,-158.184149
OU,21.799278,-158.183943
OU,21.8005,-158.182797
OU,21.800648,-158.182658
OU,21.800943,-158.182378
OU,21.801091,-158.182238
OU,21.801678,-158.181675
OU,21.801824,-158.181534
OU,21.802117,-158.181251
OU,21.802262,-158.181109
OU,21.803425,-158.17997
OU,21.80357,-158.179827
OU,21.80386,-158.179541
OU,21.804004,-158.179397
OU,21.80458,-158.178821
OU,21.804723,-158.178676
OU,21.80501,-158.178386
OU,21.805153,-158.178241
OU,21.806292,-158.177075
OU,21.806434,-158.176929
OU,21.806718,-158.176636
OU,21.806859,-158.176489
OU,21.807423,-158.175899
OU,21.807563,-158.175751
OU,21.807844,-158.175455
OU,21.807983,-158.175306
OU,21.809099,-158.174114
OU,21.809238,-158.173964
OU,21.809515,-158.173664
OU,21.809654,-158.173514
OU,21.810205,-158.172911
OU,21.810343,-158.17276
OU,21.810617,-158.172457
OU,21.810754,-158.172305
OU,21.811845,-158.171087
OU,21.811983,-158.170932
OU,21.812258,-158.170621
OU,21.812395,-158.170466
OU,21.812942,-158.169841
OU,21.813079,-158.169684
OU,21.813351,-158.16937
OU,21.813486,-158.169213
OU,21.814568,-158.16795
OU,21.814703,-158.167792
OU,21.814971,-158.167475
OU,21.815105,-158.167316
OU,21.815639,-158.166678
OU,21.815773,-158.166518
OU,21.816038,-158.166198
OU,21.816171,-158.166037
OU,21.817274,-158.164689
OU,21.817447,-158.164477
OU,21.817707,-158.164158
OU,21.817883,-158.16394
OU,21.818096,-158.163677
OU,21.81842,-158.163273
OU,21.818852,-158.16273
OU,21.81898,-158.162569
OU,21.81919,-158.162302
OU,21.819323,-158.162134
OU,21.819403,-158.162032
OU,21.819553,-158.16184
OU,21.81986,-158.161444
OU,21.820044,-158.161205
OU,21.820602,-158.160478
OU,21.820788,-158.160234
OU,21.821096,-158.159828
OU,21.821282,-158.159582
OU,21.821688,-158.15904
OU,21.82206,-158.158595
OU,21.822182,-158.158448
OU,21.822427,-158.158152
OU,21.822549,-158.158004
OU,21.823543,-158.156788
OU,21.823725,-158.156564
OU,21.824026,-158.156191
OU,21.824207,-158.155967
OU,21.824748,-158.155292
OU,21.82493,-158.155063
OU,21.825234,-158.15468
OU,21.825389,-158.154482
OU,21.825483,-158.154362
OU,21.825661,-158.154134
OU,21.825968,-158.153739
OU,21.826152,-158.1535
OU,21.826711,-158.152773
OU,21.826896,-158.152529
OU,21.827205,-158.152123
OU,21.827389,-158.151879
OU,21.828407,-158.150522
OU,21.82853,-158.150357
OU,21.828776,-158.150027
OU,21.828898,-158.149861
OU,21.829385,-158.149198
OU,21.829506,-158.149032
OU,21.829748,-158.148698
OU,21.829868,-158.148531
OU,21.830829,-158.147193
OU,21.830948,-158.147025
OU,21.831187,-158.146689
OU,21.831306,-158.146521
OU,21.831779,-158.145846
OU,21.831897,-158.145677
OU,21.832132,-158.145338
OU,21.832249,-158.145168
OU,21.833182,-158.143808
OU,21.833298,-158.143637
OU,21.83353,-158.143296
OU,21.833645,-158.143125
OU,21.834104,-158.142439
OU,21.834219,-158.142267
OU,21.834447,-158.141923
OU,21.83456,-158.141751
OU,21.835465,-158.140368
OU,21.835578,-158.140195
OU,21.835803,-158.139848
OU,21.835914,-158.139675
OU,21.83636,-158.138978
OU,21.836471,-158.138804
OU,21.836692,-158.138454
OU,21.836802,-158.138279
OU,21.837597,-158.137006
OU,21.838066,-158.136392
