6
SD-OU
6670.8
21.8928	157.9818
21.8856	157.9234
21.8655	157.8693
21.8226	157.8148
21.7800	157.7763
21.7343	157.7424
21.6843	157.7158
21.6417	157.6803
21.6168	157.6284
21.5834	157.5824
21.5401	157.5499
21.4895	157.5320
21.4381	157.5119
21.3915	157.4763
21.3370	157.4582
21.2867	157.4569
21.2306	157.4726
21.1827	157.5034
21.1439	157.5476
21.1075	157.5949
21.0860	157.6485
21.0784	157.7071
21.0759	157.7682
21.0751	157.8269
21.0862	157.8804
21.1118	157.9319
21.1289	157.9848
21.1197	158.0397
21.1139	158.1005
21.1235	158.1627
21.1423	158.2071
21.1754	158.2509
21.2170	158.2828
21.2680	158.3068
21.3118	158.3441
21.3606	158.3761
21.4081	158.4069
21.4577	158.4283
21.5070	158.4602
21.5637	158.4740
21.6244	158.4670
21.6760	158.4414
21.7177	158.3996
21.7469	158.3418
21.7587	158.2806
21.7660	158.2160
21.8078	158.1755
21.8430	158.1295
21.8699	158.0837
21.8888	158.0252
21.8928	157.9818
SD-FI
13604.3
21.4022	157.2218
21.3858	157.1310
21.3825	157.0449
21.3951	156.9488
21.3671	156.8640
21.3570	156.7726
21.3470	156.6870
21.3090	156.6032
21.2477	156.5425
21.1867	156.4903
21.1367	156.4154
21.1291	156.3397
21.1209	156.2272
21.0901	156.1402
21.0298	156.0644
20.9847	155.9887
20.9507	155.9074
20.8920	155.8395
20.8242	155.7978
20.7388	155.7845
20.6542	155.8011
20.5813	155.8489
20.5171	155.9187
20.4762	155.9960
20.4451	156.0850
20.4363	156.1761
20.4061	156.2585
20.3955	156.3478
20.3667	156.4296
20.3331	156.5142
20.3268	156.6089
20.3219	156.6970
20.3534	156.7857
20.4150	156.8538
20.4926	156.8898
20.5540	156.9170
20.5564	157.0108
20.5962	157.0919
20.6632	157.1483
20.7361	157.1794
20.8104	157.2348
20.8974	157.2544
20.9163	157.3368
20.9571	157.4288
21.0274	157.4862
21.1115	157.5028
21.1907	157.4794
21.2728	157.4438
21.3506	157.3935
21.3961	157.3131
21.4022	157.2218
SD-BI
49978.1
20.3334	156.5122
20.3524	156.4534
20.3889	156.4035
20.3961	156.3433
20.4025	156.2837
20.4160	156.2235
20.4391	156.1702
20.4402	156.1073
20.4601	156.0457
20.4788	155.9886
20.5050	155.9346
20.5468	155.8841
20.5908	155.8413
20.6394	155.8090
20.6976	155.7871
20.7527	155.7856
20.8071	155.7925
20.8532	155.7941
20.8071	155.5861
20.7111	155.3876
20.6350	155.1999
20.5444	155.0026
20.4362	154.8282
20.3145	154.6826
20.1648	154.5573
19.9964	154.4387
19.8531	154.2965
19.6766	154.2098
19.4902	154.1881
19.2817	154.2374
19.1154	154.3342
18.9700	154.4863
18.8534	154.6424
18.7594	154.8320
18.6867	155.0409
18.5323	155.1862
18.4145	155.3451
18.3384	155.5401
18.3290	155.7652
18.3881	155.9620
18.4955	156.1289
18.6044	156.2994
18.7567	156.4239
18.9339	156.5057
19.1293	156.5364
19.3393	156.5547
19.5506	156.6526
19.7564	156.6811
19.9452	156.6432
20.1381	156.5370
20.3334	156.5122
WHICEAS
348763.1
17.2382 155.6823
17.2410 155.7826
17.2624 155.9783
17.2870 156.1013
17.3264 156.2423
17.3606 156.3391
17.3977 156.4278
17.4418 156.5189
17.5103 156.6393
17.6296 156.8319
20.3875 161.2045
20.4545 161.3065
20.5125 161.3842
20.5816 161.4663
20.6466 161.5352
20.7309 161.6144
20.8081 161.6782
20.9255 161.7629
21.2285 161.6556
23.4461 160.8319
23.5475 160.7947
23.7439 160.3369
23.8009 160.1859
23.8291 160.0920
23.8559 159.9815
23.8739 159.8840
23.8954 159.6931
23.9008 159.5891
23.9059 159.4525
23.9056 159.3451
23.8994 159.2387
23.8758 159.0573
23.8504 158.9385
23.8125 158.8048
23.7727 158.6886
23.2652 157.3019
23.2280 157.2088
22.6848 155.9724
22.4232 155.4229
22.3380 155.2650
22.1985 155.0344
