Lon,Lat
-117,48.5
-124.7259,48.4937
-124.7869,48.5031
-124.8392,48.5061
-124.9144,48.5039
-124.9872,48.4992
-125.0017,48.4956
-125.0964,48.4692
-125.1403,48.4528
-125.1533,48.4464
-125.38,48.3378
-125.4994,48.3061
-125.8967,48.1847
-126.6825,47.8208
-127.1994,47.6131
-127.6897,47.3667
-128.8656,46.7014
-129.1275,46.5297
-131,45.833
-131,42
-131,40
-126,32.05
-123.5,30.05
-121.8662,30.542
-118.605,31.1328
-117.8253,32.6269
-117.4637,32.5895
-117.121,32.507
-117,48.5
