Lon,Lat
-160.82032033,26.253196468
-160.837990944,26.258219936
-160.85569068,26.26316155
-160.873419045,26.268021322
-160.891175542,26.272799082
-160.908959677,26.277494664
-160.926770953,26.282107897
-160.944609075,26.286638704
-160.962473348,26.291087003
-160.980363377,26.295452626
-160.998278666,26.299735494
-161.016218818,26.303935348
-161.03418324,26.308052285
-161.052171535,26.312086137
-161.070183108,26.316036643
-161.088217565,26.319903814
-161.106274409,26.323687657
-161.124353045,26.327387824
-161.142453178,26.331004411
-161.160574211,26.334537159
-161.17871575,26.337986165
-161.196877101,26.341351168
-161.215057967,26.344632177
-161.233257752,26.347829108
-161.241719557,26.349285637
-161.246231688,26.350070031
-161.264450295,26.353182742
-161.28268693,26.356211125
-161.300941,26.359155184
-161.319212009,26.36201475
-161.33749966,26.364789737
-161.35580316,26.367480154
-161.374122213,26.370085916
-161.392456322,26.37260694
-161.410804894,26.375043142
-161.429167532,26.377394439
-161.447543742,26.379660836
-161.465932829,26.381842159
-161.484334595,26.383938414
-161.502748348,26.385949604
-161.521173592,26.387875557
-161.53960993,26.389716365
-161.558056768,26.391471765
-161.576513612,26.393141939
-161.594980064,26.394726713
-161.61345553,26.396226001
-161.631939515,26.397639896
-161.650431525,26.398968311
-161.668931062,26.40021116
-161.687437732,26.401368447
-161.705950841,26.402440084
-161.724469992,26.403426163
-161.742994691,26.404326598
-161.761524442,26.4051413
-161.78005865,26.405870361
-161.79859692,26.406513605
-161.817138755,26.407071211
-161.835683563,26.407543001
-161.854230847,26.407929067
-161.872780211,26.40822932
-161.891331062,26.40844376
-161.909882902,26.408572477
-161.927363025,26.408615205
-161.928554109,26.408615383
-161.940373118,26.408597989
-161.958925256,26.408500403
-161.977476502,26.408317094
-161.996026461,26.408047973
-162.014574537,26.407693039
-162.033120335,26.407252381
-162.051663261,26.406725908
-162.070202818,26.406113708
-162.088738612,26.40541578
-162.107270046,26.404632212
-162.125796627,26.403762913
-162.144317859,26.40280788
-162.162833246,26.40176729
-162.181342293,26.400641052
-162.199844406,26.399429252
-162.218339288,26.398131887
-162.236826245,26.396749043
-162.255304882,26.395280719
-162.273774603,26.393726998
-162.292235012,26.39208779
-162.310685615,26.390363357
-162.329125717,26.388553518
-162.347555121,26.386658446
-162.365973034,26.384678228
-162.384379159,26.382612858
-162.402773001,26.380462331
-162.421153966,26.378226822
-162.439521557,26.375906325
-162.45787528,26.373500925
-162.47621464,26.371010705
-162.494539239,26.36843575
-162.512848485,26.365776052
-162.531141881,26.363031697
-162.549419032,26.360202766
-162.567679342,26.357289432
-162.585922318,26.3542916
-162.604147462,26.35120953
-162.62235438,26.348043216
-162.639319991,26.345011226
-162.645481353,26.348830652
-162.6608118,26.358229764
-162.67619663,26.367558144
-162.691635348,26.376815632
-162.707127657,26.386001797
-162.722673161,26.395116569
-162.738271364,26.404159607
-162.753921969,26.413130748
-162.769624481,26.422029654
-162.785378603,26.430856161
-162.800264969,26.439103761
-162.808962138,26.443908091
-162.824818686,26.452589079
-162.840725458,26.46119683
-162.856682056,26.469731359
-162.872688282,26.478192147
-162.888743443,26.486579213
-162.904847342,26.494892213
-162.920999383,26.503130987
-162.937199269,26.511295194
-162.953446506,26.519384671
-162.969740696,26.527399344
-162.986081445,26.535338785
-163.002468255,26.54320283
-163.018900732,26.550991406
-163.035378379,26.558704171
-163.0519009,26.566340875
-163.068467701,26.573901442
-163.085078483,26.58138562
-163.101732753,26.588793247
-163.118430113,26.596123981
-163.135169969,26.603377837
-163.151952123,26.610554384
-163.168775882,26.617653637
-163.185640949,26.624675254
-163.202546927,26.63161916
-163.219493222,26.638485013
-163.236479438,26.645272828
-163.253505178,26.651982262
-163.270569947,26.65861324
-163.28767325,26.665165598
-163.30481479,26.671638994
-163.321993873,26.678033351
-163.339210302,26.684348594
-163.356463382,26.690584381
-163.373752816,26.696740636
-163.391078111,26.702817192
-163.40843867,26.708813887
-163.425834295,26.714730553
-163.443264295,26.720566937
-163.460728271,26.726323051
-163.478225729,26.73199864
-163.495756274,26.73759354
-163.513319408,26.743107672
-163.530914736,26.748540781
-163.548541566,26.753892791
-163.566199697,26.759163535
-163.583888438,26.764352936
-163.601607392,26.769460738
-163.619356163,26.774486863
-163.637134255,26.779431233
-163.654941074,26.784293592
-163.672776125,26.789073861
-163.690639111,26.793771964
-163.708529535,26.798387731
-163.726446706,26.802920995
-163.744390326,26.807371678
-163.762359898,26.81173961
-163.78035483,26.816024803
-163.798374824,26.820226998
-163.816419186,26.824346206
-163.834487521,26.828382168
-163.852579431,26.832334893
-163.870694224,26.836204213
-163.888831603,26.839990047
-163.906991072,26.843692226
-163.925171937,26.847310847
-163.943374001,26.850845563
-163.961596471,26.854296471
-163.979839149,26.857663311
-163.998101342,26.860946091
-164.016382554,26.86414473
-164.034682389,26.867259147
-164.053000352,26.870289259
-164.071335848,26.873234895
-164.089688481,26.876095974
-164.108057658,26.87887259
-164.12644298,26.881564484
-164.144843955,26.884171662
-164.163259986,26.886694129
-164.181690578,26.889131624
-164.200135336,26.891484243
-164.218593765,26.893751902
-164.23706517,26.895934427
-164.255549254,26.898031914
-164.274045523,26.900044188
-164.292553283,26.901971256
-164.311072236,26.903813032
-164.329601689,26.905569431
-164.348141346,26.907240547
-164.366690512,26.908826117
-164.385248891,26.910326323
-164.403815788,26.911740989
-164.42239071,26.91307012
-164.440973358,26.914313718
-164.45956294,26.915471608
-164.478159159,26.916543883
-164.49676152,26.917530544
-164.515369329,26.918431416
-164.533982289,26.919246591
-164.552599707,26.919976069
-164.571221285,26.920619676
-164.58984633,26.921177589
-164.608474446,26.921649634
-164.627105039,26.922035899
-164.645737712,26.922336385
-164.66437187,26.922550917
-164.683007119,26.922679671
-164.701642763,26.922722648
-164.70701839,26.922714745
-164.72187692,26.92847665
-164.739019748,26.935030676
-164.756200911,26.941505834
-164.761612893,26.943526115
-164.769415758,26.946582567
-164.774480538,26.948555971
-164.787694989,26.953671087
-164.804841581,26.960225319
-164.822026509,26.966700612
-164.836909606,26.972233384
-164.839522778,26.973197985
-164.856782892,26.979514992
-164.874079855,26.985752657
-164.891413173,26.991910816
-164.908782548,26.997989126
-164.926187386,27.003987602
-164.943627292,27.009906078
-164.961101768,27.015744301
-164.97861042,27.021502106
-164.996152554,27.027179416
-165.013727972,27.032775978
-165.031336079,27.038291804
-165.04897638,27.04372655
-165.066648479,27.04908023
-165.077335245,27.052262921
-165.085697695,27.062092465
-165.097079557,27.075329648
-165.108537793,27.088514891
-165.120072107,27.101647767
-165.1316822,27.114728028
-165.143367876,27.127755249
-165.155128737,27.140729093
-165.166964487,27.153649311
-165.178875026,27.16651539
-165.190859859,27.179327083
-165.202918887,27.19208414
-165.215051615,27.204786049
-165.227257845,27.217432651
-165.239537379,27.230023433
-165.25188972,27.242558235
-165.264314771,27.255036633
-165.276812135,27.267458291
-165.289381415,27.279822874
-165.302022414,27.292130135
-165.314734835,27.304379649
-165.32751838,27.316571169
-165.340372652,27.32870436
-165.353297356,27.340778799
-165.366292193,27.352794326
-165.379356768,27.364750518
-165.392490882,27.37664704
-165.405694238,27.388483646
-165.418966341,27.400260001
-165.432306993,27.411975857
-165.445715698,27.423630703
-165.459192358,27.43522447
-165.472736477,27.446756646
-165.486347856,27.458227073
-165.500025902,27.469635328
-165.513770516,27.480981254
-165.527581301,27.492264427
-165.541457861,27.503484512
-165.5553999,27.514641352
-165.56940692,27.525734613
-165.583478725,27.536763872
-165.597615018,27.54772897
-165.611815203,27.558629574
-165.626079183,27.569465438
-165.640406361,27.580236139
-165.654796542,27.590941519
-165.669249327,27.601581244
-165.683764322,27.61215498
-165.698341129,27.622662569
-165.712979452,27.633103677
-165.727678894,27.64347797
-165.742439059,27.653785114
-165.755890062,27.663083335
-165.757532557,27.664212813
-165.772413078,27.674385078
-165.787353134,27.684489545
-165.802352428,27.69452579
-165.817410562,27.704493656
-165.83252724,27.714392808
-165.847701867,27.724223001
-165.862897594,27.733960543
-165.863142864,27.734116906
-165.878432399,27.743808431
-165.893778894,27.75343017
-165.909181852,27.762981965
-165.924640877,27.772463482
-165.940155573,27.781874564
-165.955725644,27.791214787
-165.971350493,27.800484082
-165.987029826,27.809682026
-166.002763244,27.81880855
-166.018550352,27.82786323
-166.034390754,27.836845996
-166.050283954,27.845756514
-166.066229557,27.854594538
-166.082227165,27.86335982
-166.098276383,27.872052115
-166.106831006,27.876644204
-166.114591078,27.880785956
-166.130742327,27.889331702
-166.146943798,27.897803721
-166.163195195,27.906201941
-166.179496023,27.914526028
-166.195845983,27.922775822
-166.212244582,27.930950989
-166.228691323,27.939051457
-166.245185811,27.947076892
-166.261727747,27.955027134
-166.27831644,27.962901935
-166.29495169,27.970701137
-166.311632903,27.978424492
-166.328359684,27.986071752
-166.345131635,27.993642757
-166.361948262,28.00113726
-166.378809168,28.008555101
-166.395713858,28.01589612
-166.412661936,28.023159981
-166.429652907,28.030346699
-166.446686274,28.037455851
-166.463761742,28.044487364
-166.480878616,28.051441077
-166.498036699,28.058316654
-166.515235495,28.06511411
-166.53247431,28.071833108
-166.549752948,28.078473576
-166.567070812,28.085035176
-166.584427508,28.091517923
-166.60182254,28.09792148
-166.619255511,28.104245772
-166.636725827,28.11049064
-166.654233092,28.116655744
-166.671776811,28.122741187
-166.689356587,28.128746543
-166.706971827,28.134671826
-166.724622133,28.140516786
-166.742307109,28.146281348
-166.760026162,28.151965261
-166.777778895,28.157568363
-166.792700923,28.162207599
-166.796632965,28.163420488
-166.814451572,28.168861726
-166.832302373,28.174221663
-166.850184972,28.179500226
-166.868098775,28.18469725
-166.886043286,28.189812747
-166.904018208,28.194846378
-166.922022848,28.199798067
-166.940056809,28.204667737
-166.958119596,28.209455136
-166.976210714,28.214160276
-166.994329767,28.218782993
-167.01247616,28.22332312
-167.030649397,28.227780494
-167.048848985,28.232155125
-167.067074526,28.23644676
-167.085325426,28.240655321
-167.103601289,28.244780819
-167.12190152,28.248822911
-167.140225624,28.252781608
-167.158573206,28.256656832
-167.17694367,28.260448503
-167.19533662,28.264156367
-167.213751462,28.267780522
-167.232187801,28.271320712
-167.250644941,28.274776859
-167.269122587,28.278148882
-167.287620143,28.281436791
-167.306137214,28.284640329
-167.324673107,28.287759592
-167.343227424,28.290794325
-167.361799671,28.293744535
-167.380389253,28.296610053
-167.398995873,28.299390974
-167.417618838,28.302087042
-167.436257653,28.304698351
-167.454911821,28.307224644
-167.473580948,28.309666015
-167.492264438,28.312022207
-167.510961796,28.314293401
-167.529672428,28.31647934
-167.548395938,28.318580116
-167.56713183,28.320595559
-167.585879411,28.322525587
-167.604638384,28.324370204
-167.623408154,28.326129415
-167.642188226,28.327803136
-167.660978106,28.329391283
-167.679777197,28.330893774
-167.698585006,28.332310699
-167.717401136,28.333641886
-167.736224893,28.334887427
-167.755055882,28.336047148
-167.763059639,28.336513943
-167.774054676,28.337130344
-167.792898542,28.338118524
-167.811748055,28.339020805
-167.830602818,28.339837277
-167.849462137,28.340567855
-167.868325617,28.34121254
-167.887192663,28.341771334
-167.906062879,28.34224415
-167.924935571,28.342630991
-167.943810344,28.342931856
-167.962686701,28.343146834
-167.98156405,28.343275838
-168.000441992,28.343318781
-168.01246843,28.343301341
-168.031346075,28.343203536
-168.050222829,28.343019845
-168.069098196,28.342750092
-168.08797178,28.342394452
-168.106842987,28.341952836
-168.125711221,28.341425243
-168.144575989,28.340811759
-168.163436893,28.340112383
-168.18229334,28.339327026
-168.201144834,28.338455861
-168.219990879,28.337498886
-168.238830882,28.33645601
-168.257664348,28.335327407
-168.276490779,28.334113074
-168.295309782,28.33281292
-168.314120662,28.331427117
-168.332923022,28.329955662
-168.351716269,28.328398639
-168.370499908,28.326755957
-168.389273442,28.325027786
-168.408036377,28.323214123
-168.426788218,28.321315051
-168.445528469,28.319330652
-168.464256535,28.317260835
-168.482971922,28.315105858
-168.501674134,28.312865627
-168.520362676,28.310540224
-168.539037053,28.308129732
-168.557696769,28.305634233
-168.576341229,28.303053808
-168.583450386,28.30203663
-168.591978363,28.307075519
-168.607727729,28.316277807
-168.623531479,28.325408466
-168.639389217,28.334467427
-168.655300644,28.343454358
-168.671265166,28.352369101
-168.687282487,28.361211237
-168.703352111,28.369980695
-168.719473642,28.378677143
-168.735646684,28.387300425
-168.75187084,28.395850293
-168.768145615,28.404326417
-168.784470612,28.412728639
-168.800845437,28.4210568
-168.817269592,28.429310568
-168.833742683,28.437489784
-168.850264313,28.445594117
-168.866833986,28.453623496
-168.883451207,28.461577674
-168.900115779,28.46945632
-168.916827007,28.477259361
-168.933584595,28.484986552
-168.950388047,28.492637648
-168.967236868,28.500212402
-168.984130761,28.507710656
-169.001069131,28.51513225
-169.018051582,28.522476939
-169.035077719,28.529744564
-169.052147045,28.53693479
-169.069259065,28.544047634
-169.086413383,28.551082761
-169.103609505,28.558039924
-169.120846934,28.56491914
-169.138125373,28.571720072
-169.155444228,28.578442563
-169.172803004,28.585086364
-169.190201404,28.591651402
-169.207638733,28.598137519
-169.225114795,28.604544466
-169.242628895,28.610871995
-169.260180638,28.617120121
-169.277769626,28.623288509
-169.295395267,28.629377085
-169.313057163,28.635385687
-169.330754819,28.641314069
-169.34848784,28.647162156
-169.366255629,28.652929699
-169.384057793,28.658616624
-169.401893735,28.664222771
-169.41976316,28.669747976
-169.437665372,28.675191991
-169.455600077,28.680554829
-169.473566777,28.68583624
-169.491564878,28.691036149
-169.509593986,28.696154306
-169.527653504,28.701190636
-169.545743037,28.706145063
-169.56386209,28.711017338
-169.582010266,28.715807383
-169.600186871,28.720515125
-169.618391511,28.725140311
-169.636623689,28.729682865
-169.65488291,28.734142711
-169.673168777,28.738519772
-169.691480599,28.74281371
-169.709818076,28.747024622
-169.728180615,28.751152343
-169.746567721,28.755196709
-169.764978898,28.759157556
-169.783413652,28.763034979
-169.801871386,28.766828727
-169.820351806,28.770538634
-169.838854315,28.774164709
-169.85737832,28.777706874
-169.875923425,28.781164962
-169.894489134,28.784538895
-169.913074853,28.787828595
-169.931680087,28.79103398
-169.950304438,28.794154973
-169.968947314,28.797191407
-169.987608219,28.8001432
-170.006286657,28.803010449
-170.024982133,28.805792898
-170.043694053,28.808490467
-170.06242202,28.811103163
-170.081165441,28.813630991
-170.099923819,28.816073697
-170.118696759,28.818431287
-170.137483568,28.820703679
-170.156283848,28.822890878
-170.16442599,28.823800569
-170.178152278,28.82941687
-170.195392778,28.83637613
-170.212674783,28.843257207
-170.229997799,28.850060031
