Island,lon,lat
BI,-155.929,19.3634
BI,-155.934,19.3656
BI,-155.938,19.3707
BI,-155.939,19.3753
BI,-155.94,19.3799
BI,-155.94,19.3859
BI,-155.942,19.3909
BI,-155.944,19.3953
BI,-155.945,19.4047
BI,-155.947,19.4143
BI,-155.948,19.4196
BI,-155.95,19.4247
BI,-155.952,19.4295
BI,-155.955,19.4338
BI,-155.957,19.4385
BI,-155.957,19.4435
BI,-155.957,19.448
BI,-155.962,19.4518
BI,-155.964,19.456
BI,-155.965,19.461
BI,-155.965,19.4657
BI,-155.969,19.4692
BI,-155.975,19.4708
BI,-155.978,19.4747
BI,-155.983,19.477
BI,-155.987,19.4805
BI,-155.99,19.4854
BI,-155.993,19.4907
BI,-155.995,19.4948
BI,-155.996,19.4992
BI,-155.997,19.5037
BI,-155.999,19.5085
BI,-156.003,19.5125
BI,-156.007,19.5161
BI,-156.01,19.5208
BI,-156.013,19.5253
BI,-156.015,19.5304
BI,-156.017,19.5351
BI,-156.017,19.5403
BI,-156.02,19.5458
BI,-156.021,19.5509
BI,-156.023,19.5573
BI,-156.026,19.5656
BI,-156.027,19.5756
BI,-156.029,19.5857
BI,-156.032,19.5908
BI,-156.035,19.5942
BI,-156.039,19.5977
BI,-156.041,19.6025
BI,-156.042,19.6075
BI,-156.045,19.6138
BI,-156.046,19.6187
BI,-156.049,19.6275
BI,-156.05,19.6344
BI,-156.05,19.6395
BI,-156.052,19.6438
BI,-156.054,19.6482
BI,-156.055,19.6533
BI,-156.057,19.6619
BI,-156.058,19.6672
BI,-156.061,19.6714
BI,-156.063,19.6754
BI,-156.066,19.6802
BI,-156.069,19.6852
BI,-156.071,19.6902
BI,-156.073,19.6954
BI,-156.078,19.6999
BI,-156.084,19.7099
BI,-156.086,19.7187
BI,-156.088,19.7243
BI,-156.091,19.7286
BI,-156.093,19.7339
BI,-156.096,19.7379
BI,-156.099,19.7425
BI,-156.102,19.7461
BI,-156.105,19.7505
BI,-156.107,19.7554
BI,-156.111,19.7607
BI,-156.114,19.7656
BI,-156.115,19.77
BI,-156.118,19.7752
BI,-156.122,19.7788
BI,-156.126,19.7825
BI,-156.13,19.7842
BI,-156.134,19.7909
BI,-156.136,19.7955
BI,-156.139,19.7999
BI,-156.143,19.805
BI,-156.142,19.8108
BI,-156.144,19.8163
BI,-156.145,19.8208
BI,-156.147,19.8252
BI,-156.148,19.8315
BI,-156.148,19.8362
BI,-156.149,19.8406
BI,-156.151,19.8462
BI,-156.153,19.852
BI,-156.154,19.8573
BI,-156.157,19.8608
BI,-156.158,19.8611
BI,-156.16,19.8649
BI,-156.163,19.8689
BI,-156.165,19.8731
BI,-156.163,19.8784
BI,-156.159,19.8812
BI,-156.153,19.885
BI,-156.148,19.885
BI,-156.143,19.8894
BI,-156.139,19.8929
BI,-156.136,19.8979
BI,-156.135,19.9028
BI,-156.13,19.9067
BI,-156.126,19.9123
BI,-156.128,19.9167
BI,-156.131,19.9215
BI,-156.134,19.9249
BI,-156.137,19.929
BI,-156.138,19.9339
BI,-156.138,19.9387
BI,-156.138,19.9435
BI,-156.137,19.9503
BI,-156.136,19.956
BI,-156.137,19.9607
BI,-156.138,19.9662
BI,-156.138,19.9723
BI,-156.138,19.9769
BI,-156.135,19.9821
BI,-156.131,19.9857
BI,-156.131,19.9909
BI,-156.128,19.9946
BI,-156.123,19.9979
BI,-156.12,20.0019
BI,-156.118,20.0076
BI,-156.115,20.0121
BI,-156.114,20.0166
BI,-156.111,20.0201
BI,-156.108,20.024
BI,-156.107,20.0284
BI,-156.107,20.0338
BI,-156.106,20.0385
BI,-156.106,20.0441
BI,-156.106,20.0501
BI,-156.106,20.0547
BI,-156.104,20.0607
BI,-156.102,20.0646
BI,-156.099,20.0682
BI,-156.095,20.0716
BI,-156.093,20.0771
BI,-156.088,20.0782
BI,-156.083,20.0803
BI,-156.079,20.0831
BI,-156.074,20.0866
BI,-156.069,20.0896
BI,-156.064,20.0916
BI,-156.06,20.0942
BI,-156.056,20.0975
BI,-156.054,20.1019
BI,-156.054,20.1065
BI,-156.058,20.111
BI,-156.062,20.1123
BI,-156.068,20.1124
BI,-156.072,20.114
BI,-156.077,20.1173
BI,-156.08,20.1225
BI,-156.083,20.1279
BI,-156.082,20.1326
BI,-156.083,20.1391
BI,-156.081,20.1439
BI,-156.08,20.1492
BI,-156.074,20.1519
BI,-156.07,20.1541
BI,-156.067,20.1579
BI,-156.066,20.1624
BI,-156.066,20.1669
BI,-156.068,20.1734
BI,-156.071,20.1775
BI,-156.074,20.182
BI,-156.077,20.1864
BI,-156.081,20.1897
BI,-156.086,20.191
BI,-156.091,20.1931
BI,-156.092,20.1979
BI,-156.089,20.2035
BI,-156.09,20.2095
BI,-156.092,20.2154
BI,-156.096,20.2201
BI,-156.099,20.2236
BI,-156.101,20.2284
BI,-156.105,20.2336
BI,-156.107,20.24
BI,-156.108,20.245
BI,-156.108,20.2495
BI,-156.107,20.257
BI,-156.107,20.2639
BI,-156.108,20.2697
BI,-156.111,20.2741
BI,-156.114,20.2788
BI,-156.11,20.2823
BI,-156.106,20.2854
BI,-156.106,20.2903
BI,-156.109,20.2939
BI,-156.111,20.298
BI,-156.112,20.3031
BI,-156.113,20.3081
BI,-156.118,20.3077
BI,-156.118,20.3018
BI,-156.123,20.3015
BI,-156.128,20.2989
BI,-156.129,20.3033
BI,-156.125,20.3054
BI,-156.12,20.3097
BI,-156.12,20.3144
BI,-156.117,20.3181
BI,-156.112,20.3201
BI,-156.11,20.324
BI,-156.108,20.3288
BI,-156.103,20.3295
BI,-156.098,20.3316
BI,-156.096,20.3363
