Island,lon,lat
OUFI,-157.205,20.9445
OUFI,-157.199,20.9461
OUFI,-157.202,20.9508
OUFI,-157.208,20.9509
OUFI,-157.212,20.9541
OUFI,-157.213,20.9593
OUFI,-157.218,20.9624
OUFI,-157.223,20.9634
OUFI,-157.228,20.9652
OUFI,-157.232,20.9684
OUFI,-157.235,20.9734
OUFI,-157.24,20.9757
OUFI,-157.245,20.9772
OUFI,-157.251,20.981
OUFI,-157.253,20.9856
OUFI,-157.255,20.9903
OUFI,-157.262,20.9903
OUFI,-157.268,20.9902
OUFI,-157.273,20.9908
OUFI,-157.281,20.9902
OUFI,-157.286,20.9882
OUFI,-157.291,20.9864
OUFI,-157.297,20.9845
OUFI,-157.302,20.9823
OUFI,-157.306,20.9803
OUFI,-157.311,20.9782
OUFI,-157.315,20.975
OUFI,-157.32,20.9706
OUFI,-157.324,20.9669
OUFI,-157.328,20.962
OUFI,-157.333,20.959
OUFI,-157.337,20.9565
OUFI,-157.34,20.9525
OUFI,-157.344,20.9495
OUFI,-157.349,20.9479
OUFI,-157.354,20.9454
OUFI,-157.359,20.9425
OUFI,-157.363,20.9397
OUFI,-157.367,20.9368
OUFI,-157.373,20.9369
OUFI,-157.378,20.9376
OUFI,-157.384,20.9378
OUFI,-157.39,20.9378
OUFI,-157.395,20.9378
OUFI,-157.401,20.9367
OUFI,-157.406,20.9355
OUFI,-157.412,20.9337
OUFI,-157.417,20.9339
OUFI,-157.422,20.9321
OUFI,-157.427,20.932
OUFI,-157.432,20.9332
OUFI,-157.437,20.9322
OUFI,-157.442,20.9299
OUFI,-157.447,20.9273
OUFI,-157.452,20.9264
OUFI,-157.458,20.9273
OUFI,-157.463,20.9266
OUFI,-157.467,20.9243
OUFI,-157.472,20.924
OUFI,-157.477,20.9238
OUFI,-157.482,20.9206
OUFI,-157.486,20.9177
OUFI,-157.492,20.9164
OUFI,-157.498,20.9154
OUFI,-157.504,20.9141
OUFI,-157.509,20.9123
OUFI,-157.515,20.912
OUFI,-157.52,20.9129
OUFI,-157.526,20.9117
OUFI,-157.531,20.9099
OUFI,-157.536,20.9075
OUFI,-157.541,20.9051
OUFI,-157.546,20.9028
OUFI,-157.551,20.9009
OUFI,-157.556,20.8988
OUFI,-157.561,20.8952
OUFI,-157.566,20.8927
OUFI,-157.571,20.8915
OUFI,-157.576,20.8894
OUFI,-157.58,20.887
OUFI,-157.585,20.8851
OUFI,-157.59,20.8827
OUFI,-157.594,20.88
OUFI,-157.597,20.8764
OUFI,-157.601,20.8733
OUFI,-157.605,20.8703
OUFI,-157.61,20.8676
OUFI,-157.61,20.8676
OUFI,-157.615,20.8646
OUFI,-157.62,20.8626
OUFI,-157.624,20.8608
OUFI,-157.629,20.8587
OUFI,-157.635,20.8564
OUFI,-157.641,20.8543
OUFI,-157.645,20.8524
OUFI,-157.659,20.8451
OUFI,-157.664,20.843
OUFI,-157.669,20.8403
OUFI,-157.675,20.8375
OUFI,-157.681,20.8346
OUFI,-157.687,20.8322
OUFI,-157.693,20.8315
OUFI,-157.698,20.8299
OUFI,-157.704,20.8279
OUFI,-157.709,20.8257
OUFI,-157.715,20.8234
OUFI,-157.72,20.8208
OUFI,-157.735,20.8121
OUFI,-157.74,20.8089
OUFI,-157.745,20.8058
OUFI,-157.749,20.8051
OUFI,-157.754,20.8047
OUFI,-157.761,20.8011
OUFI,-157.766,20.8017
OUFI,-157.786,20.8055
OUFI,-157.782,20.8316
OUFI,-157.783,20.8369
OUFI,-157.782,20.8435
OUFI,-157.781,20.8499
OUFI,-157.781,20.8554
OUFI,-157.782,20.8602
OUFI,-157.783,20.8652
OUFI,-157.793,20.8863
OUFI,-157.793,20.893
OUFI,-157.789,20.9001
OUFI,-157.79,20.9064
OUFI,-157.794,20.9106
OUFI,-157.797,20.9147
OUFI,-157.797,20.9217
OUFI,-157.797,20.927
OUFI,-157.797,20.9322
OUFI,-157.799,20.938
OUFI,-157.806,20.9528
OUFI,-157.808,20.9594
OUFI,-157.812,20.971
OUFI,-157.817,20.9815
OUFI,-157.827,20.9949
OUFI,-157.831,20.9999
OUFI,-157.836,21.0041
OUFI,-157.853,21.0115
OUFI,-157.868,21.0103
OUFI,-157.884,21.0061
OUFI,-157.892,21.0043
OUFI,-157.915,21.0031
OUFI,-157.92,21.0039
OUFI,-157.946,21.0012
OUFI,-157.956,20.9988
OUFI,-157.972,20.9964
OUFI,-157.981,20.9988
OUFI,-157.996,21.0046
OUFI,-158.001,21.0061
OUFI,-158.006,21.0081
OUFI,-158.019,21.0198
OUFI,-158.025,21.0275
OUFI,-158.038,21.041
OUFI,-158.046,21.0536
OUFI,-158.052,21.064
OUFI,-158.051,21.0685
OUFI,-158.054,21.0759
OUFI,-158.056,21.0809
OUFI,-158.059,21.0857
OUFI,-158.064,21.0884
OUFI,-158.068,21.0893
OUFI,-158.074,21.0922
OUFI,-158.077,21.0954
OUFI,-158.08,21.0993
OUFI,-158.084,21.1034
OUFI,-158.087,21.107
OUFI,-158.091,21.1136
OUFI,-158.093,21.1189
OUFI,-158.095,21.1241
OUFI,-158.097,21.1285
OUFI,-158.098,21.1339
OUFI,-158.1,21.1396
OUFI,-158.104,21.1447
OUFI,-158.109,21.1494
OUFI,-158.112,21.153
OUFI,-158.113,21.1578
OUFI,-158.117,21.1626
OUFI,-158.123,21.1708
OUFI,-158.124,21.177
OUFI,-158.125,21.1819
OUFI,-158.128,21.1858
OUFI,-158.132,21.1906
OUFI,-158.137,21.1921
OUFI,-158.141,21.1962
OUFI,-158.14,21.2009
OUFI,-158.143,21.2051
OUFI,-158.147,21.2087
OUFI,-158.15,21.2123
OUFI,-158.153,21.2162
OUFI,-158.157,21.2203
OUFI,-158.16,21.2251
OUFI,-158.161,21.2302
OUFI,-158.165,21.2335
OUFI,-158.168,21.2375
OUFI,-158.169,21.2419
OUFI,-158.17,21.2478
OUFI,-158.173,21.2523
OUFI,-158.174,21.2576
OUFI,-158.178,21.2612
OUFI,-158.183,21.2639
OUFI,-158.185,21.2684
OUFI,-158.187,21.2756
OUFI,-158.186,21.2809
OUFI,-158.184,21.2861
OUFI,-158.189,21.2896
OUFI,-158.194,21.2936
OUFI,-158.196,21.2989
OUFI,-158.2,21.3045
OUFI,-158.203,21.308
OUFI,-158.203,21.3152
OUFI,-158.2,21.3203
OUFI,-158.199,21.3261
OUFI,-158.199,21.3306
OUFI,-158.201,21.337
OUFI,-158.201,21.3423
OUFI,-158.206,21.3464
OUFI,-158.21,21.3486
OUFI,-158.215,21.3506
OUFI,-158.221,21.3518
OUFI,-158.225,21.3545
OUFI,-158.227,21.3585
OUFI,-158.23,21.3653
OUFI,-158.232,21.3704
OUFI,-158.238,21.3728
OUFI,-158.242,21.3766
OUFI,-158.245,21.3828
OUFI,-158.249,21.3857
OUFI,-158.256,21.3866
OUFI,-158.263,21.3865
OUFI,-158.268,21.3871
OUFI,-158.273,21.391
OUFI,-158.276,21.3969
OUFI,-158.276,21.4018
OUFI,-158.274,21.4065
OUFI,-158.273,21.4119
OUFI,-158.276,21.4174
OUFI,-158.28,21.4202
OUFI,-158.284,21.4229
OUFI,-158.288,21.4263
OUFI,-158.291,21.4306
OUFI,-158.289,21.437
OUFI,-158.288,21.4415
OUFI,-158.29,21.4464
OUFI,-158.295,21.4487
OUFI,-158.3,21.4523
OUFI,-158.303,21.4558
OUFI,-158.304,21.4631
OUFI,-158.302,21.4671
OUFI,-158.297,21.4698
OUFI,-158.294,21.473
OUFI,-158.293,21.478
OUFI,-158.294,21.4832
OUFI,-158.295,21.4878
OUFI,-158.298,21.4921
OUFI,-158.301,21.4956
OUFI,-158.305,21.5
OUFI,-158.306,21.5046
OUFI,-158.309,21.5091
OUFI,-158.313,21.5129
OUFI,-158.318,21.5146
OUFI,-158.324,21.5171
OUFI,-158.328,21.5192
OUFI,-158.333,21.5224
OUFI,-158.337,21.5269
OUFI,-158.34,21.5315
OUFI,-158.344,21.5348
OUFI,-158.35,21.5352
OUFI,-158.353,21.5389
OUFI,-158.357,21.5437
OUFI,-158.361,21.5461
OUFI,-158.366,21.5482
OUFI,-158.371,21.5504
OUFI,-158.376,21.553
OUFI,-158.381,21.5561
OUFI,-158.386,21.5571
OUFI,-158.39,21.5589
BI,-156.096,20.3363
BI,-156.095,20.3411
BI,-156.093,20.3462
BI,-156.092,20.352
BI,-156.091,20.3566
BI,-156.091,20.3624
BI,-156.088,20.3668
BI,-156.085,20.3741
BI,-156.082,20.3811
BI,-156.08,20.3881
BI,-156.077,20.3944
BI,-156.073,20.3974
BI,-156.07,20.4012
BI,-156.067,20.4054
BI,-156.064,20.4114
BI,-156.063,20.4187
BI,-156.061,20.4237
BI,-156.059,20.4294
BI,-156.056,20.435
BI,-156.054,20.4396
BI,-156.051,20.4444
BI,-156.049,20.4496
BI,-156.045,20.454
BI,-156.041,20.4562
BI,-156.035,20.4575
BI,-156.03,20.4592
BI,-156.026,20.4645
BI,-156.021,20.4681
BI,-156.016,20.4702
BI,-156.01,20.4723
BI,-156.005,20.475
BI,-156.001,20.4785
BI,-155.996,20.4802
BI,-155.991,20.481
BI,-155.983,20.4813
BI,-155.977,20.4814
BI,-155.972,20.482
BI,-155.966,20.4813
BI,-155.96,20.4803
BI,-155.953,20.4817
BI,-155.948,20.4822
BI,-155.942,20.4806
BI,-155.935,20.4785
BI,-155.928,20.4762
BI,-155.924,20.4737
BI,-155.92,20.4706
BI,-155.916,20.4681
BI,-155.911,20.4682
BI,-155.906,20.4682
BI,-155.9,20.4675
BI,-155.894,20.4669
BI,-155.888,20.4655
BI,-155.883,20.4636
BI,-155.877,20.462
BI,-155.872,20.4605
BI,-155.868,20.4572
BI,-155.863,20.4541
BI,-155.857,20.451
BI,-155.853,20.4488
BI,-155.848,20.4478
BI,-155.842,20.4465
BI,-155.841,20.4418
BI,-155.839,20.4376
BI,-155.833,20.4358
BI,-155.828,20.4343
BI,-155.823,20.4329
BI,-155.819,20.4293
BI,-155.817,20.4253
BI,-155.812,20.4227
BI,-155.807,20.4201
BI,-155.801,20.4169
BI,-155.797,20.4125
BI,-155.793,20.4095
BI,-155.788,20.4082
BI,-155.782,20.4072
BI,-155.777,20.4065
BI,-155.772,20.4064
BI,-155.767,20.4054
BI,-155.762,20.4041
BI,-155.757,20.4041
BI,-155.752,20.4041
BI,-155.747,20.4016
BI,-155.741,20.4032
BI,-155.736,20.404
BI,-155.73,20.4036
BI,-155.727,20.4
BI,-155.722,20.3973
BI,-155.717,20.3962
BI,-155.711,20.3958
BI,-155.707,20.3951
BI,-155.701,20.3949
BI,-155.694,20.3949
BI,-155.688,20.3939
BI,-155.683,20.3921
BI,-155.68,20.388
BI,-155.675,20.3854
BI,-155.67,20.3866
BI,-155.665,20.3881
BI,-155.661,20.391
BI,-155.655,20.3932
BI,-155.651,20.391
BI,-155.647,20.3877
BI,-155.642,20.3902
BI,-155.636,20.3899
BI,-155.633,20.3836
BI,-155.629,20.3801
BI,-155.628,20.3799
BI,-155.623,20.3807
BI,-155.617,20.3813
BI,-155.612,20.3811
BI,-155.606,20.3818
BI,-155.601,20.3813
BI,-155.596,20.3802
BI,-155.59,20.3795
BI,-155.586,20.3802
BI,-155.58,20.3792
BI,-155.574,20.3787
BI,-155.568,20.3782
BI,-155.562,20.3776
BI,-155.557,20.3769
BI,-155.551,20.3762
BI,-155.546,20.3749
BI,-155.541,20.3734
BI,-155.538,20.3696
BI,-155.534,20.3662
BI,-155.53,20.3637
BI,-155.525,20.3591
BI,-155.52,20.3563
BI,-155.516,20.3537
BI,-155.512,20.3505
BI,-155.508,20.3458
BI,-155.506,20.3417
BI,-155.502,20.338
BI,-155.497,20.3376
BI,-155.492,20.3367
BI,-155.486,20.3356
BI,-155.48,20.3345
BI,-155.476,20.3311
BI,-155.472,20.3258
BI,-155.467,20.3261
BI,-155.462,20.3289
BI,-155.457,20.3257
BI,-155.455,20.3214
BI,-155.453,20.317
BI,-155.451,20.3123
BI,-155.451,20.302
BI,-155.456,20.3001
BI,-155.461,20.2996
BI,-155.466,20.2983
BI,-155.472,20.2985
BI,-155.475,20.3025
BI,-155.479,20.3
BI,-155.484,20.2978
BI,-155.489,20.2951
BI,-155.491,20.2907
BI,-155.49,20.2861
BI,-155.487,20.2815
BI,-155.486,20.2769
BI,-155.485,20.2722
BI,-155.483,20.2674
BI,-155.48,20.2627
BI,-155.477,20.2586
BI,-155.473,20.2555
BI,-155.474,20.2499
BI,-155.47,20.2458
BI,-155.469,20.2384
BI,-155.463,20.2371
BI,-155.457,20.2365
BI,-155.451,20.2348
BI,-155.447,20.2325
BI,-155.443,20.2296
BI,-155.438,20.2265
BI,-155.436,20.2198
BI,-155.437,20.2145
BI,-155.432,20.2105
BI,-155.428,20.2084
BI,-155.423,20.2067
BI,-155.417,20.2048
BI,-155.412,20.203
BI,-155.408,20.2017
BI,-155.402,20.2013
BI,-155.397,20.2002
BI,-155.4,20.196
BI,-155.402,20.1905
BI,-155.4,20.1849
BI,-155.395,20.1837
BI,-155.39,20.1804
BI,-155.384,20.1776
BI,-155.379,20.175
BI,-155.373,20.1739
BI,-155.37,20.1706
BI,-155.366,20.167
BI,-155.361,20.1631
BI,-155.355,20.1612
BI,-155.348,20.1604
BI,-155.343,20.1594
BI,-155.338,20.1578
BI,-155.332,20.1571
BI,-155.328,20.1547
BI,-155.324,20.1524
BI,-155.319,20.1504
BI,-155.314,20.1492
BI,-155.307,20.1474
BI,-155.302,20.1456
BI,-155.297,20.1423
BI,-155.294,20.139
BI,-155.289,20.1357
BI,-155.284,20.1324
BI,-155.283,20.1323
BI,-155.278,20.1288
BI,-155.274,20.126
BI,-155.269,20.1232
BI,-155.264,20.1207
BI,-155.261,20.1173
BI,-155.256,20.1148
BI,-155.251,20.112
BI,-155.247,20.1081
BI,-155.244,20.1034
BI,-155.24,20.0997
BI,-155.234,20.0982
BI,-155.23,20.0949
BI,-155.226,20.0918
BI,-155.222,20.0876
BI,-155.218,20.084
BI,-155.215,20.0806
BI,-155.212,20.0764
BI,-155.208,20.0727
BI,-155.204,20.0693
BI,-155.2,20.0656
BI,-155.195,20.0634
BI,-155.19,20.0609
BI,-155.186,20.0579
BI,-155.182,20.0541
BI,-155.178,20.0499
BI,-155.173,20.0471
BI,-155.169,20.0447
BI,-155.164,20.0426
BI,-155.159,20.0406
BI,-155.154,20.0391
BI,-155.149,20.0375
BI,-155.145,20.0351
BI,-155.14,20.0324
BI,-155.134,20.0304
BI,-155.129,20.028
BI,-155.125,20.026
BI,-155.12,20.0252
BI,-155.115,20.0247
BI,-155.11,20.0232
BI,-155.105,20.0212
BI,-155.1,20.0205
BI,-155.095,20.0193
BI,-155.09,20.0174
BI,-155.085,20.015
BI,-155.08,20.0128
BI,-155.075,20.0099
BI,-155.07,20.0075
BI,-155.065,20.0059
BI,-155.061,20.0042
BI,-155.055,20.0019
BI,-155.05,20.0007
BI,-155.045,19.9996
BI,-155.041,19.9971
BI,-155.037,19.9948
BI,-155.031,19.9927
BI,-155.027,19.9905
BI,-155.021,19.988
BI,-155.016,19.9859
BI,-155.012,19.983
BI,-155.008,19.9794
BI,-155.004,19.9759
BI,-155,19.9727
BI,-154.995,19.9707
BI,-154.991,19.9687
BI,-154.987,19.9661
BI,-154.982,19.9657
BI,-154.977,19.9647
BI,-154.973,19.9622
BI,-154.97,19.9579
BI,-154.965,19.9549
BI,-154.961,19.951
BI,-154.957,19.9486
BI,-154.952,19.9456
BI,-154.948,19.9427
BI,-154.944,19.9388
BI,-154.941,19.9347
BI,-154.938,19.9302
BI,-154.936,19.926
BI,-154.934,19.9219
BI,-154.933,19.9175
BI,-154.931,19.913
BI,-154.93,19.9081
BI,-154.929,19.9037
BI,-154.926,19.8992
BI,-154.924,19.8947
BI,-154.922,19.8902
BI,-154.921,19.8857
BI,-154.919,19.8809
BI,-154.916,19.8766
BI,-154.914,19.8716
BI,-154.912,19.8676
BI,-154.909,19.8631
BI,-154.908,19.8574
BI,-154.908,19.8516
BI,-154.909,19.8465
BI,-154.912,19.8422
BI,-154.915,19.8387
BI,-154.919,19.8347
BI,-154.922,19.8292
BI,-154.926,19.824
BI,-154.929,19.8199
BI,-154.931,19.8143
BI,-154.933,19.8115
BI,-154.937,19.8082
BI,-154.939,19.8042
BI,-154.941,19.7999
BI,-154.943,19.7955
BI,-154.944,19.791
BI,-154.945,19.7864
BI,-154.944,19.7818
BI,-154.944,19.7772
BI,-154.946,19.7727
BI,-154.949,19.7655
BI,-154.951,19.7608
BI,-154.955,19.7566
BI,-154.957,19.7523
BI,-154.957,19.747
BI,-154.958,19.7421
BI,-154.96,19.7368
BI,-154.961,19.7315
BI,-154.961,19.7247
BI,-154.96,19.7202
BI,-154.96,19.7154
BI,-154.959,19.7097
BI,-154.957,19.705
BI,-154.955,19.7006
BI,-154.952,19.6961
BI,-154.95,19.6915
BI,-154.947,19.687
BI,-154.945,19.6816
BI,-154.942,19.6762
BI,-154.94,19.6703
BI,-154.937,19.6646
BI,-154.935,19.6602
BI,-154.933,19.6558
BI,-154.932,19.6509
BI,-154.93,19.6463
BI,-154.928,19.6418
BI,-154.926,19.6365
BI,-154.923,19.6316
BI,-154.92,19.6279
BI,-154.917,19.6234
BI,-154.916,19.6182
BI,-154.913,19.6124
BI,-154.911,19.6079
BI,-154.907,19.6032
BI,-154.903,19.5998
BI,-154.899,19.5962
BI,-154.895,19.593
BI,-154.891,19.59
BI,-154.886,19.5872
BI,-154.88,19.5851
BI,-154.877,19.5816
BI,-154.872,19.5786
BI,-154.868,19.5768
BI,-154.862,19.575
BI,-154.855,19.5725
BI,-154.85,19.5707
BI,-154.845,19.5682
BI,-154.838,19.5668
BI,-154.831,19.5661
BI,-154.826,19.568
BI,-154.821,19.5711
BI,-154.818,19.5669
BI,-154.813,19.5668
BI,-154.808,19.5684
BI,-154.804,19.573
BI,-154.798,19.5729
BI,-154.767,19.5629
BI,-154.754,19.554
BI,-154.746,19.5528
BI,-154.751,19.5489
BI,-154.757,19.5441
BI,-154.752,19.5391
BI,-154.747,19.5389
BI,-154.742,19.5392
BI,-154.753,19.5337
BI,-154.761,19.5268
BI,-154.765,19.5214
BI,-154.768,19.5169
BI,-154.769,19.5115
BI,-154.768,19.5067
BI,-154.77,19.5018
BI,-154.78,19.4864
BI,-154.782,19.4803
BI,-154.787,19.4776
BI,-154.794,19.4773
BI,-154.797,19.4723
BI,-154.8,19.4668
BI,-154.801,19.4623
BI,-154.805,19.456
BI,-154.809,19.453
BI,-154.813,19.451
BI,-154.817,19.4487
BI,-154.822,19.446
BI,-154.826,19.4429
BI,-154.83,19.4401
BI,-154.834,19.4367
BI,-154.839,19.4339
BI,-154.845,19.4286
BI,-154.848,19.4252
BI,-154.852,19.422
BI,-154.856,19.4193
BI,-154.861,19.415
BI,-154.864,19.4115
BI,-154.867,19.4069
BI,-154.872,19.4049
BI,-154.877,19.4019
BI,-154.88,19.3985
BI,-154.886,19.3944
BI,-154.891,19.3918
BI,-154.896,19.3897
BI,-154.9,19.3871
BI,-154.907,19.382
BI,-154.911,19.3794
BI,-154.916,19.376
BI,-154.919,19.3723
BI,-154.924,19.3676
BI,-154.928,19.3635
BI,-154.932,19.3603
BI,-154.936,19.3572
BI,-154.94,19.3542
BI,-154.945,19.3494
BI,-154.947,19.3453
BI,-154.951,19.3423
BI,-154.955,19.3391
BI,-154.959,19.3356
BI,-154.963,19.332
BI,-154.968,19.3291
BI,-154.973,19.3274
BI,-154.978,19.3259
BI,-154.982,19.3237
BI,-154.987,19.321
BI,-154.992,19.3183
BI,-154.996,19.3163
BI,-155.001,19.3144
BI,-155.008,19.312
BI,-155.013,19.3098
BI,-155.021,19.3068
BI,-155.025,19.3044
BI,-155.03,19.301
BI,-155.035,19.2983
BI,-155.039,19.2947
BI,-155.042,19.2895
BI,-155.046,19.2904
BI,-155.052,19.2901
BI,-155.057,19.2887
BI,-155.063,19.2864
BI,-155.067,19.2823
BI,-155.071,19.2783
BI,-155.076,19.2756
BI,-155.081,19.2741
BI,-155.087,19.2715
BI,-155.091,19.2693
BI,-155.095,19.2668
BI,-155.1,19.2634
BI,-155.103,19.2598
BI,-155.107,19.2571
BI,-155.111,19.255
BI,-155.116,19.2526
BI,-155.12,19.2496
BI,-155.126,19.2464
BI,-155.133,19.243
BI,-155.138,19.2406
BI,-155.143,19.2379
BI,-155.147,19.2352
BI,-155.152,19.2322
BI,-155.157,19.2308
BI,-155.162,19.2275
BI,-155.165,19.224
BI,-155.169,19.2196
BI,-155.173,19.2154
BI,-155.177,19.2113
BI,-155.184,19.2086
BI,-155.188,19.2044
BI,-155.192,19.2019
BI,-155.196,19.1997
BI,-155.201,19.198
BI,-155.21,19.1971
BI,-155.216,19.1949
BI,-155.22,19.1932
BI,-155.226,19.1916
BI,-155.231,19.1908
BI,-155.236,19.1905
BI,-155.244,19.1907
BI,-155.249,19.1903
BI,-155.256,19.1899
BI,-155.261,19.1892
BI,-155.266,19.1902
BI,-155.272,19.1913
BI,-155.277,19.1929
BI,-155.283,19.1952
BI,-155.291,19.197
BI,-155.299,19.1972
BI,-155.304,19.1958
BI,-155.308,19.1927
BI,-155.314,19.1918
BI,-155.321,19.1943
BI,-155.325,19.1954
BI,-155.331,19.1938
BI,-155.336,19.1901
BI,-155.338,19.1857
BI,-155.338,19.1805
BI,-155.337,19.1756
BI,-155.336,19.1712
BI,-155.336,19.1666
BI,-155.341,19.1645
BI,-155.345,19.1668
BI,-155.35,19.1689
BI,-155.353,19.1725
BI,-155.358,19.1719
BI,-155.363,19.1711
BI,-155.368,19.171
BI,-155.373,19.17
BI,-155.378,19.1694
BI,-155.382,19.1677
BI,-155.388,19.1663
BI,-155.393,19.164
BI,-155.396,19.1603
BI,-155.4,19.1556
BI,-155.403,19.1524
BI,-155.407,19.1491
BI,-155.411,19.146
BI,-155.415,19.1417
BI,-155.417,19.1374
BI,-155.42,19.1327
BI,-155.421,19.1282
BI,-155.422,19.1233
BI,-155.422,19.1181
BI,-155.42,19.1131
BI,-155.421,19.108
BI,-155.425,19.1032
BI,-155.428,19.0997
BI,-155.433,19.101
BI,-155.434,19.0957
BI,-155.432,19.0913
BI,-155.434,19.0871
BI,-155.432,19.0827
BI,-155.437,19.0818
BI,-155.442,19.084
BI,-155.447,19.0833
BI,-155.453,19.0838
BI,-155.456,19.0802
BI,-155.459,19.0769
BI,-155.464,19.0738
BI,-155.468,19.071
BI,-155.473,19.0716
BI,-155.479,19.0717
BI,-155.484,19.0737
BI,-155.487,19.0779
BI,-155.491,19.0811
BI,-155.494,19.077
BI,-155.498,19.074
BI,-155.503,19.0732
BI,-155.506,19.0691
BI,-155.508,19.0643
BI,-155.509,19.0595
BI,-155.51,19.0546
BI,-155.511,19.0497
BI,-155.511,19.0446
BI,-155.51,19.0397
BI,-155.513,19.0357
BI,-155.516,19.0326
BI,-155.521,19.0303
BI,-155.525,19.0278
BI,-155.528,19.0246
BI,-155.534,19.0219
BI,-155.539,19.0204
BI,-155.543,19.0178
BI,-155.547,19.0144
BI,-155.551,19.0113
BI,-155.555,19.0086
BI,-155.558,19.0051
BI,-155.561,19.0007
BI,-155.563,18.9967
BI,-155.566,18.9933
BI,-155.569,18.9893
BI,-155.571,18.985
BI,-155.571,18.9805
BI,-155.572,18.9758
BI,-155.574,18.9713
BI,-155.577,18.967
BI,-155.579,18.962
BI,-155.582,18.9578
BI,-155.584,18.9539
BI,-155.585,18.949
BI,-155.586,18.9443
BI,-155.589,18.94
BI,-155.59,18.9353
BI,-155.593,18.9307
BI,-155.596,18.9264
BI,-155.598,18.9218
BI,-155.601,18.918
BI,-155.604,18.9132
BI,-155.608,18.9099
BI,-155.612,18.9063
BI,-155.615,18.9023
BI,-155.618,18.8985
BI,-155.621,18.8949
BI,-155.625,18.8912
BI,-155.63,18.8876
BI,-155.634,18.884
BI,-155.636,18.8796
BI,-155.64,18.8748
BI,-155.645,18.8722
BI,-155.648,18.8673
BI,-155.649,18.8628
BI,-155.65,18.8578
BI,-155.654,18.8547
BI,-155.657,18.8509
BI,-155.66,18.8466
BI,-155.663,18.8422
BI,-155.667,18.8387
BI,-155.673,18.835
BI,-155.675,18.8305
BI,-155.677,18.8255
BI,-155.679,18.8195
BI,-155.683,18.8157
BI,-155.689,18.815
BI,-155.693,18.8123
BI,-155.694,18.8074
BI,-155.7,18.8032
BI,-155.704,18.8016
BI,-155.709,18.8057
BI,-155.71,18.8104
BI,-155.711,18.8155
BI,-155.711,18.8161
BI,-155.712,18.8208
BI,-155.714,18.8255
BI,-155.716,18.8314
BI,-155.716,18.8361
BI,-155.714,18.8415
BI,-155.711,18.8469
BI,-155.71,18.8516
BI,-155.71,18.8566
BI,-155.711,18.8612
BI,-155.711,18.8661
BI,-155.71,18.8708
BI,-155.708,18.8751
BI,-155.707,18.8796
BI,-155.707,18.8843
BI,-155.707,18.8893
BI,-155.707,18.8942
BI,-155.706,18.9008
BI,-155.706,18.9054
BI,-155.706,18.9107
BI,-155.708,18.9156
BI,-155.711,18.9194
BI,-155.713,18.9247
BI,-155.719,18.9276
BI,-155.724,18.9308
BI,-155.728,18.9351
BI,-155.732,18.9381
BI,-155.736,18.9408
BI,-155.743,18.9433
BI,-155.749,18.9446
BI,-155.756,18.9462
BI,-155.762,18.95
BI,-155.767,18.953
BI,-155.773,18.953
BI,-155.778,18.9543
BI,-155.784,18.956
BI,-155.788,18.9593
BI,-155.793,18.9621
BI,-155.797,18.9662
BI,-155.801,18.9699
BI,-155.806,18.9729
BI,-155.813,18.9723
BI,-155.818,18.9721
BI,-155.824,18.9716
BI,-155.829,18.9748
BI,-155.834,18.9776
BI,-155.836,18.9822
BI,-155.836,18.9873
BI,-155.841,18.9913
BI,-155.845,18.9946
BI,-155.848,18.9975
BI,-155.854,18.9985
BI,-155.861,18.9984
BI,-155.866,18.9996
BI,-155.871,19.0029
BI,-155.874,19.0069
BI,-155.878,19.0101
BI,-155.883,19.0121
BI,-155.887,19.0137
BI,-155.893,19.0169
BI,-155.898,19.0198
BI,-155.901,19.0226
BI,-155.905,19.0258
BI,-155.909,19.0295
BI,-155.913,19.0342
BI,-155.918,19.0369
BI,-155.922,19.042
BI,-155.924,19.0474
BI,-155.927,19.0515
BI,-155.932,19.0541
BI,-155.937,19.0564
BI,-155.939,19.0605
BI,-155.938,19.0658
BI,-155.937,19.0702
BI,-155.933,19.0736
BI,-155.931,19.078
BI,-155.932,19.0833
BI,-155.934,19.0878
BI,-155.936,19.0927
BI,-155.938,19.0979
BI,-155.939,19.1031
BI,-155.942,19.1083
BI,-155.943,19.1147
BI,-155.942,19.1205
BI,-155.943,19.1278
BI,-155.945,19.1342
BI,-155.946,19.1413
BI,-155.946,19.1458
BI,-155.946,19.1507
BI,-155.948,19.1557
BI,-155.949,19.1624
BI,-155.947,19.1694
BI,-155.946,19.1739
BI,-155.943,19.1768
BI,-155.938,19.1809
BI,-155.937,19.1864
BI,-155.936,19.1911
BI,-155.932,19.1981
BI,-155.931,19.2026
BI,-155.931,19.2085
BI,-155.93,19.213
BI,-155.927,19.216
BI,-155.924,19.2208
BI,-155.925,19.2254
BI,-155.925,19.23
BI,-155.926,19.2345
BI,-155.924,19.24
BI,-155.922,19.2506
BI,-155.922,19.2555
BI,-155.922,19.2606
BI,-155.92,19.2659
BI,-155.918,19.2703
BI,-155.919,19.277
BI,-155.919,19.2825
BI,-155.919,19.2878
BI,-155.919,19.2907
BI,-155.918,19.2955
BI,-155.917,19.3007
BI,-155.915,19.3051
BI,-155.913,19.31
BI,-155.913,19.3162
BI,-155.914,19.3216
BI,-155.915,19.3272
BI,-155.914,19.3324
BI,-155.914,19.3379
BI,-155.915,19.3431
BI,-155.916,19.3508
BI,-155.919,19.3569
BI,-155.923,19.3603
