lat,lon
20.9129,157.52
20.9117,157.526
20.9099,157.531
20.9075,157.536
20.9051,157.541
20.9028,157.546
20.9009,157.551
20.8988,157.556
20.8952,157.561
20.8927,157.566
20.8915,157.571
20.8894,157.576
20.887,157.58
20.8851,157.585
20.8827,157.59
20.88,157.594
20.8764,157.597
20.8733,157.601
20.8703,157.605
20.8676,157.61
20.8676,157.61
20.8646,157.615
20.8626,157.62
20.8608,157.624
20.8587,157.629
20.8564,157.635
20.8543,157.641
20.8524,157.645
20.8451,157.659
20.843,157.664
20.8403,157.669
20.8375,157.675
20.8346,157.681
20.8322,157.687
20.8315,157.693
20.8299,157.698
20.8279,157.704
20.8257,157.709
20.8234,157.715
20.8208,157.72
20.8121,157.735
20.8089,157.74
20.8058,157.745
20.8051,157.749
20.8047,157.754
20.8011,157.761
20.8017,157.766
20.8055,157.786
20.8316,157.782
20.8369,157.783
20.8435,157.782
20.8499,157.781
20.8554,157.781
20.8602,157.782
20.8652,157.783
20.8863,157.793
20.893,157.793
20.9001,157.789
20.9064,157.79
20.9106,157.794
20.9147,157.797
20.9217,157.797
20.927,157.797
20.9322,157.797
20.938,157.799
20.9528,157.806
20.9594,157.808
20.971,157.812
20.9815,157.817
20.9949,157.827
20.9999,157.831
21.0041,157.836
21.0115,157.853
21.0103,157.868
21.0061,157.884
21.0043,157.892
21.0031,157.915
21.0039,157.92
21.0012,157.946
20.9988,157.956
20.9964,157.972
20.9988,157.981
21.0046,157.996
21.0061,158.001
21.0081,158.006
21.0198,158.019
21.0275,158.025
21.041,158.038
21.0536,158.046
21.064,158.052
21.0685,158.051
21.0759,158.054
21.0809,158.056
21.0857,158.059
21.0884,158.064
21.0893,158.068
21.0922,158.074
21.0954,158.077
21.0993,158.08
21.1034,158.084
21.107,158.087
21.1136,158.091
21.1189,158.093
21.1241,158.095
21.1285,158.097
21.1339,158.098
21.1396,158.1
21.1447,158.104
21.1494,158.109
21.153,158.112
21.1578,158.113
21.1626,158.117
21.1708,158.123
21.177,158.124
21.1819,158.125
21.1858,158.128
21.1906,158.132
21.1921,158.137
21.1962,158.141
21.2009,158.14
21.2051,158.143
21.2087,158.147
21.2123,158.15
21.2162,158.153
21.2203,158.157
21.2251,158.16
21.2302,158.161
21.2335,158.165
21.2375,158.168
21.2419,158.169
21.2478,158.17
21.2523,158.173
21.2576,158.174
21.2612,158.178
21.2639,158.183
21.2684,158.185
21.2756,158.187
21.2809,158.186
21.2861,158.184
21.2896,158.189
21.2936,158.194
21.2989,158.196
21.3045,158.2
21.308,158.203
21.3152,158.203
21.3203,158.2
21.3261,158.199
21.3306,158.199
21.337,158.201
21.3423,158.201
21.3464,158.206
21.3486,158.21
21.3506,158.215
21.3518,158.221
21.3545,158.225
21.3585,158.227
21.3653,158.23
21.3704,158.232
21.3728,158.238
21.3766,158.242
21.3828,158.245
21.3857,158.249
21.3866,158.256
21.3865,158.263
21.3871,158.268
21.391,158.273
21.3969,158.276
21.4018,158.276
21.4065,158.274
21.4119,158.273
21.4174,158.276
21.4202,158.28
21.4229,158.284
21.4263,158.288
21.4306,158.291
21.437,158.289
21.4415,158.288
21.4464,158.29
21.4487,158.295
21.4523,158.3
21.4558,158.303
21.4631,158.304
21.4671,158.302
21.4698,158.297
21.473,158.294
21.478,158.293
21.4832,158.294
21.4878,158.295
21.4921,158.298
21.4956,158.301
21.5,158.305
21.5046,158.306
21.5091,158.309
21.5129,158.313
21.5146,158.318
21.5171,158.324
21.5192,158.328
21.5224,158.333
21.5269,158.337
21.5315,158.34
21.5348,158.344
21.5352,158.35
21.5389,158.353
21.5437,158.357
21.5461,158.361
21.5482,158.366
21.5504,158.371
21.553,158.376
21.5561,158.381
21.5571,158.386
21.5589,158.39
